,Unnamed: 0,rate,text
478,479,1,"I have no nostalgia for these books, I didn't read them as a kid. I listened to the audiobook versions as an adult, thinking that despite J.K. Rowling's politics, there must be some value to this series.. not so. Some plot beats have the potential to be interesting but are simply lacking in the imaginativity needed to pull them off. And don't even get me started on the bigotry. The goblins (self explanatory), house elves being ""willing slaves"", Rita Skeeter being portrayed as a man-ish, hairy, ugly woman who preys on children's vulnerability is such a blatant show of her transmisogyny.



Ultimately, this screenshot of a post from 4chan of all places sums up my thoughts. It's a surprisingly intelligent critique from one of the worst places on the internet.



In short, I am begging some of you people to read other books. I know many grew up with them, but you're more grown up now and it's time to acknowledge things you liked as a kid can be bad. If these books ""helped you through a tough time"", no they didn't. You helped through a tough time. You would've made it through without J.K. Rowling's dull novels."
479,480,1,"All right, let's think about this......
You send your kids out of the sphere of parental influence to a school where they are taught as important knowledge:
1. Breaking and entering (alohomora)
2. Identity theft (polyjuice)
3. How to poison people (potions)
4. How to cure people from poison (also potions)
5. How to impair people's thinking (confundus)
6. How to wipe people's memory (obliviate)
7. To prevent people from moving, but not by tying them up with ropes (stupefy and petrificus totalus)
8. How to cause explosions (confingo)
9. How to violate the privacy of someone's mind by knowing their thoughts (Legillimency)
10. How to disfigure people (engorgio and densaugeo)
And then These below are taught but as the bad ones
11. Torture (Crucio)
12. Total control (Imperius)
13. Killing (Avada Kedavra)

Okay, so I had fun reading these books and so did my niece and then she got a letter for back to school that was sent like an invitation to go to Hogwarts. She freaked out and started bawling because she didn't want to go. Smart girl.

Here's the deal, in a time where consent is paramount
In a time where we all crave peace.
Why are the most popular children's books out there based around a premise that when brought to light sounds more like a terrorist and assassin training camp than a school?
Why are those skill sets played off in a nonchalant and fun way that is so appealing?
Why is the woman who portrays these very anti-social behaviors as interesting, fun, and valuable skills one of the richest prople in the world?"
480,481,1,"I mean yeah, she's a transphobe.

But also, long before that bit of info came out, I was already unsure who I hated more - the grown up Harry Potter fans, Twilight Fans, or 50 Shades fans who wouldn't shut up about how I had to read their book(s) immediately because they were the best thing ever written and there was absolutely no way I wouldn't totally love it because I love to read and loving to read is literally all that is required to join the obsessive fan clubs.

Now to be fair, I already knew I'd hate both Twilight and 50 Shades because I just don't enjoy those books in general, and they're particularly bad examples of their type, so I just outright refused to try. I don't care if you like them, I won't pretend there's crap I read and love, but I just want to be allowed to > read things if I so choose, you know?

But Harry Potter was a different story. I enjoy children's stories, and magic, and adventure, and so this ought to have been a sure thing. Instead... I just read, and read, and read, and read, and got to the end and still had no idea why people were so obsessed with it. I even read the next couple books trying to give it even of a chance because people I truly liked and respected kept insisting I just had to give it a more time, a more pages...

But no, this is a very boring story about some very boring kids."
481,482,1,"Yeah no, this is a review about my thoughts about the series as a whole.

Jk is a massive transphobe and i dont care what you say, her bigotry leaks into her writing like a disease. Kingsley Shacklebolt? Cho Chang? are you kidding me? How explicitly racist can you be.

And for those of you at an age akin to my grandma, no. Cho Chang is not in fact an actual Chinese name, it is just a racist mockery of how the Chinese language is pronounced.

Hatefulness aside, the whole series is so so poorly written. Harry himself is the most dull, uninteresting and flat character I've ever read about and if you need an example of an actually well written one, just read Percy Jackson by Rick Roirdan for gods sake. And Jk continuously writes random events and deaths for shock value with no real reasoning behind it.

And that just showcases how she is poor as a writer.

And don't even get me started on ""Robert Galbraith"". And before all the terfs come screaming at me, have you actually read The Running Grave?? Its a disgusting and misogynistic piece of text, written by a supposed feminist!!??

Jk rowling is a joke. The harry potter series is a joke.

Terfs can go away <3"
482,483,1,"I was thinking of finally reading this series before my thirtieth birthday, but went in hesitantly. I was having a hard time removing the author from the book- then everything dropped about her new book. I went down a rabbit hole researching which parts of ableism, homophobia and racism inadvertently made its way from the author into HP and there's a lot.

Another side, is that I haven't read Percy Jackson yet either. I really like how the author has stood up to include diversity, after the years that the books were written in weren't where things are today.

So, that leaves me with reading a series with red flags going off in my head the entire time or reading a series without that. I'm choosing the latter. I've seen the HP movies, so I do know some of how neat the magic is though. I guess the main reason why I wanted to finally read the series is that so many people say that it feels like coming home. When it comes down to it, reading a book with those values as a disabled person wouldn't feel like that for me."
483,484,1,"Honestly this was just a boring and poorly done book that essentially rips off older stories and builds itself on tropes. Characters are flat, most of the plot is deus ex machina after deus ex machina, main character is about 90% of the way to being a Gary Stu. Of course it has to be the special boy who's biggest obstacle (besides the unnamed evil) is a few bullies. Also, the Dursley's are terrible people, but they weren't all that wrong in trying to point out that Hogwarts is a bad place. Harry is 11 and is put on the hunt of a unicorn killer, despite how dangerous everyone involved knows this is, and is almost killed by a professor despite the headmaster being quite aware of this possibility. Several almost deaths of the special boy pretty much solely caused by the rampant negligence and disregard of the school faculty, who are ostensibly good people. Story time 101 and I can only guess that it's popularity was due to the marketing of it to 11 year olds who could identify with Harry. One of the lamest fantasy books I've ever read."
484,485,1,"Never got the hype with Harry Potter. Now, I’ve written this kinda review before with other books, but that just shows this is just another piece of popular literature that is WAY too overhyped.

This whole series is LITTERED with racism, ableism, harmful stereotypes, anti semitism, and loads of other things that aren’t even well hidden enough for people to NOT see them.

When I was younger, I did like Harry Potter. I was a Harry Potter fan. But I GREW UP. I realized how absolutely crappy this whole series is, how ridiculous it all is.

People make jokes being like “let’s just pretend J.K Rowling didn’t write it bc she’s transphobic n all that” and yes, she is, she’s a terrible person, but also just throw Harry Potter away in general??? The whole series is terrible just like her??

The books at least are a little tolerable to read, but you just can’t get past all the bigotry written within every letter. It’s disgusting!"
485,486,1,"Transphobic, anti-Semitic piece of trash. Even if I believed that you could separate the art from the artist, which I don’t, this series is still shit. It’s not just JKR that is the problem. The goblins in this series are clearly supposed to be a representation of Jewish people, which is just blatantly anti- Semitic. And there’s also transphobia within the book, especially in the descriptions of Rita Skeeter, who is implied to be trans (descriptions of her include ‘mannish hands’ and ‘surprisingly strong grip’ and more) and is also, surprise surprise, a villain. JKR is a TERF and this series is the work of a TERF that is coloured from start to finish with her transphobic views. Please move on from this series. Trans people are worth more than your nostalgia. Go and find better magical realism that isn’t transphobic and anti-Semitic.

Sincerely,
A nonbinary person who initially loved Harry Potter but realised its problems as they grew older and was able to let go."
486,487,1,"Harry Potter and the Philosopher’s stone is an adaptation of the first book in the Harry Potter series written by JK Rowling. It is about an 11 year old orphan boy that discovers his parents were wizards and he is too. He then begins a new life as a student at Hogwarts and meets many new friends while also learning more about his parents.

Harry Potter was a book that I always tried to stay away from as a kid. My family and I were never really into the whole wizard thing, but I finally decided to at least read it and give it a chance. Sadly, I just did not care for it at all. It felt like it was written for younger children, which granted, it is. I still do not understand what the hype is about. It was really hard to get through and I do not think I will ever read it again or watch any of the movies.

I would recommend this to middle grade readers up to high school. Anyone above that could still read it and find enjoyment but I would not recommend it."
487,488,1,"داستان هری پاتر رو دوست دارم و حدود هفده سال پیش باهاش آشنا شدم و دنبال کردم

این تک ستاره برای ترجمه بسیار آزاردهنده خانم ویدا اسلامیه ست
متاسفانه این ترجمه به خاطر روان بودن (که قابل تقدیره) و پشت کار خانم اسلامیه و این که ترجمه رسمی مورد تایید خانم رولینگ شد، تنها ترجمه رایج بازاره
اما وقتی کار رو با چیزی که باید باشه مقایسه میکنم، بسیار با ایده آل فاصله داره
ترنزلیتریشن غلط اسم ها و عدم رعایت تلفظ صحیحشون واقعا آزار دهنده ست
ترجمه بی جهت اسم های خاص و اسم های نوع هم ایرادیه که حتی طرفدارای این ترجمه هم بهش اشاره میکنن
من مجموعه رو به انگلیسی خوندم و همسر و پسرم مجبورن به فارسی بخونن که من باید باهاشون همراهی کنم و مدام غلط های ترجمه رو براشون توضیح بدم
البته باید اعتراف کنم که طرفداری های متعصبانه و غیرفنی از کار ایشون و تبدیل شدنشون به یه اسطوره برای طرفدارای هری پاتر در ایران باعث شده بیشتر از اعتراض داشتن عصبانی باشم"
488,489,1,"So yeah, I loved this book until about Chapter 14 when I was kidnapped by some random stranger who told me I was going to Hogwarts.

Obviously, I believed him and I followed him into his white van. After borrowing all the valuable objects in my house for some reason, he joined me in the van and we drove off to Hogwarts.

He locked me in the basement which he called the Chamber of Secrets and since I hadn’t read the second book yet I had to assume that was what it meant.

About one day later the exterminators came. I knew they were exterminators because they said SWAT on there jackets and that is what I use to get rid of flies.

The SWAT took me in there truck and back home saying I had some weird thing called “Stockholm Syndrome”.

Anyways, that’s when I realized. The book said Hogwarts was a boarding school! But I only went for one day!

1 star. Very inaccurate"
489,490,1,"I did not like this book. I tried to read it like ten times but i could never finish it bc of how boring it was. No offense to all the people that like it, I like the harry potter world i just don’t like the actual story. Dumbledore is a bi*tch absolutely hate him, can not stand him. He left literal children in charge of basically keeping the whole wizarding world safe. George, Fred, and Lee have my heart Neville and Luna too sometimes Hermione and Ginny, Harry is underrated in his own series thats sad, and then there is Ron. Bill is hot, and unpopular opinion which is all this basically is, Percy deserved better. Can not stand this book dont even waste your time, it made me stop wanting to read for 5 years. Worst decision of my life was forcing myself to read this."
490,491,1,"*MI OPINIÓN ES SUBJETIVA, ENTIENDO PORQUE PARA MUCHA GENTE ESTE LIBRO SEA UN ICONO RN LA LITERATURA""

Hubo bastantes cosas que no me gustaron:
-Muchas situaciones/eventos que ocurrieron siento que pasaron solamente para darle una razón al final más que para aportar a la trama
-Muchas contracciones con los personajes o eventos
-Mucha discriminación, más que nada sobre el físico de algunos personajes(ese gordo-odio si que se puede ver). Bueno=bello/hegemónico, malo=feo . La ""excepción"" podría ser Hadrid, pero es el estereotipo del gordo que está como alivio cómico.
-Estoy segura que este libro no pasaría la prueba de Test de Bechdel (esto es solo una observación)
-No me aguanto muchos clichés, y menos que menos el del ""poder del amor"" (perdón, pero son muchos niveles de cringe para mí)"
491,492,1,"This book meant a lot to me when I was 11. I remember enjoying the writing. You don't need a review from me to form an opinion on it; it's presence in pop culture is ubiquitous. It's only here, and getting 1 star, because I'm feeding the Good Reads algorithm, and I never want to see it or it's ilk pop up in my recommended again.
Thank you to the books for what they encouraged in my child self, with their readable prose and very malleable world that shaped many of my early experiences with internet and fandom. That said, the books themselves are very mediocre and didn't much stand up to any rereading. Actual text pleasant, story flimsy and full of things that as an adult just make me tired. And the less said about their author, the better."
492,493,1,"I used to love these books. I read them in elementary school and they were my entire life for a long time. Looking back on them now, however, and there are so many flaws in everything that I used to think was spectacular world building.
There’s racism, both undercover and blatantly obvious in the characters. All of the goblins are antisemitic caricatures and stereotypes. Don’t get me started on the world building.
Just because there is a lot of world building does mean it is good world building. The currency makes no sense, some of the plot points have major holes.
So let alone the fact that JK Rowling is a transphobic piece of shit who ruined my childhood, the books were never really that good anyways."
493,494,1,"It is full of words that are scary even if they are not used in that manner. Withcraft, sorcery, potions, spells, and on and on. However, my rating is in the attitude of the characters. It seems revengeful, mean and Harry even says he hates fellow students and teachers. I think what Lewis disliked about school stories is here in full force. Sure, Harry has a couple of good friends and friendship is applauded, thus I cannot say it is all horrid. But the lack of respect for authority and constant breaking of rules without consequence coupled with spite filled ventures is too much for me. I've only read one book but simply cannot recommend."
494,495,1,My opinion is that this is a book I love to read soooo please let me read this book cause it is being sooooo stupid and it is not letting me read it but otherwise I love it sooooooo much y'all should go read it and rate it a 5 and this isn't a review and hagrid has a new pet and it breaths fire sorry if I should the book a lil but I love it and no can't make me stop loving it if u love it say but otherwise if u hate it don't talk to me cause the rest of my class loves it so if u don't will bye haters but I love this book and I will always love it soo goodbye and have a great rest of your day byeeee
495,496,1,"I absolutely loved this series and found it wonderfully entertaining. There were so many twists and turns; things I saw coming and things some threw me for a loop. While I did have my favorite books and favorite characters (and some not-so-faves) I was pretty much pleased with the entire collection.

I recently had the opportunity to visit Universal Studios in Florida. I wasn't expecting much since I don't typically watch a lot of movies. But, I must say that I was extremely impressed with the Harry Potter worlds of Hogsmeade and Diagon Alley! It is an absolute requirement to enjoy the over-the-top sweetness of a frozen Butter Beer!"
496,497,1,"I never had any desire to read these books but my son was asking to read the series so I read the first one to check it out. I found it to be a disappointing experience. The writing was clunky and juvenile, the characters not well developed, and there were unnecessarily gory moments/scenes that are inappropriate for a children’s book.

The first half read like a straight Roald Dahl rip-off, which if the book gets any credit for being well-written, must be why. Perhaps the books get better as the series goes, but it’s hard for me to understand why anyone would keep reading past the first, let alone why this is considered by so many to be a beloved children’s modern classic."
497,498,1,"I cannot sit down and finish this book. It is so bad. J.K. Rowling is a bad author and the movies are so much better than the actual book. I hate the way that she writes because there are so many words on the page with no substance at all. It seems like she is a high school student trying to meet the word count on an English assignment or that she is trying to be all deep and mysterious when she is just bad. She lacks the basic skills to be a decent writer, not a good writer, I'm talking about middle school level. I will never read another J.K. Rowling book ever again because I know I will waste away waiting all eternity to find the motivation to read even one word on the page."
498,499,1,"The guy in front of his eyes closed and on her phone in front page and asked her

The first thing that is awesome. The first thing that I was thinking about the first time was thinking that is awesome! Thanks. Thanks man though I know that I'm going out on its part where he has an eye that has his eyes open to it but not really good for them anymore so w the k k d I guess he doesn't get me back from me to go. So I'm trying for my friends and the other friends are in a different world for a few minutes of doing this and I'm just getting the feeling it has his body of time to take Enid's to see her on a"
499,500,1,"I read this as a child and I find the whole premise contemptible. It is a glorification of the public school system in Britain, it is not good writing, and the woman that wrote it is transphobic. I have read most of the books in this series but was forced to give up when it became so repetitive and poorly written that I could not stand to read another word- this (incidentally) was long before I was even fully aware of transphobia, because I was about 9 years of age, and so there is no bias here- of course I don’t like J.K Rowling now that her bigotry has so obviously come to light, but I have always disliked her books."
500,501,1,"TERF
is an acronym that stands for trans-exclusionary radical feminists: The term describes feminists who are transphobic , advocates of radical feminism who do not believe that transgender people's gender identities are legitimate, and who are hostile to the inclusion of trans women in the feminist movement.




AND THAT'S WHAT THIS 🖕 PERSON IS! BE CONSCIOUS OF WHAT U SUPPORT!!!!"
501,502,1,"Ok so don’t kill me or anything guys but I had to DNF this.
As a kid growing up in a strict Christian household I was never allowed to read or watch anything pertaining to Harry Potter. I tried to read this but it just wasn’t for me. I found the reading to be very ‘babyish.’ Also, I’m understanding this was obviously meant for young readers so maybe I’m not totally fair in judging this so hard. Although, I did get at least 70% through and it still didn’t do it for me. I did however, end up watching the movie which I actually liked. The books are just obviously not going to be for me."
502,503,1,
503,504,1,"The whole series contains support for antisemitism, fatphobia, and racism.

JKR participates in White Supremacy, including her active transphobia. I stand with Trans people. I stand with Jewish people.

Any argument for “separating the art from the artist” is a blunt confession that your nostalgia overshadows marginalized people’s rights. This argument is meant for critically consuming Mia by dead artists. JKR is alive, and every penny she makes is proof of support for her and her hateful actions and words.

There are better magic/fantasy books to give your kids."
504,505,1,"لا أعلم حقيقة إن كان الخلل مني أم من التهويل الإعلامي المرافق لاسم ""هاري بوتر""، رفعت سقف توقعاتي جداً بناء على ما كنت قد سمعت عن روعة الرواية أو حتى عن روعة الفيلم بأجزائه المتعددة، توقعت كما عادتي أن أمسك الرواية وأن أتلهف لمعرفة ماذا سيحدث وكيف ستسير الأحداث تباعاً لأصل للنهاية بيوم أو على الأكثر ثلاثة، لكن الحال لم يكن هكذا هنا، منذ عدة أشهر بدأت بالرواية لكني لم أستطع حتى الوصول إلى منتصفها.
للأسف لم تعجبني أبداً لقد كانت من أسوء ما قرأت يوماً
خيبت ظنوني"
505,506,1,"very good. this is actually written based on a personal experience of mine from about 2 years ago, y'know, back in my day. But im super stoked that they turned it inot a book, i mean ngl it was kinda scary watching ron risk his life in a life sized wizards chess game... NOT ME MOT HERMIONE, YOOU. yeah. anyway. read it because i think its kind of swag and, did anyone die in this book? I mean real life event... they didnt die for nothing go read it."
506,507,1,"This book teaches kids sorcery! My child read this book front to back and is yelling Latin spells at the cat with a fork trying to “levitate” it. This book is a danger to the younger generation by teaching them witchcraft! When I tell you I had fun soaking the book in lighter fluid and lighting it up it's an enormous understatement. I decided to read the first chapter and was shocked at the levels of profanity, nudity, and cursing featured. Don't let anyone you don't want to turn into a hippie delinquent read this rubbish!"
507,508,1,Too sorry to say I had to give up on this. Fab narration fab story but just not for me. I had missed out on the phenomenon but having seen Stephen fry interviewed recently I thought now really is the time to see what it's all about. I really hoped this would be the first book of 7 I'd listen to but I just had no interest after the first 3 chapters (which were great) . I can see why it's so popular but as I said just not for me.
508,509,1,"I know I'm in the extreme minority of people who don't think this book is great but... It's really not. It's full of cliches and Deus Ex Machinas. So much filler. Really unimaginative and rambling world building. Two dimensional characters. Fat shaming, and later books in the series are just flat out racist. And at the end of the day it's just about a white guy who is the best at everything. I don't get the hype!"
509,510,1,"Poorly written. Overhyped. Mediocre at best. If you want a good wizarding school series at any age, try The Worst Witch by Jill Murphy, or Tales from Earthsea by Ursula K Le Guin. For a hilarious, exquisitely written series involving wizards and magic, read Terry Pratchett's Discworld series.

(just because it's written for children doesn't mean it needs to be poorly written. See: The Hobbit by J. R. R. Tolkien for exemplary children's literature)"
510,511,1,"Don't read this, it sucks. A good alternative is Just Lovers (Like We Were Supposed To Be) on A03. It's basically like this but not problematic, boring and with a shit-amount of plotholes. Also if you're looking for something long to read and that's why you're even entertaining the thought of suffering through this abomonation of a book series, try out All The Young Dudes. That too is available on AO3.

anyways, stay safe out there and bye."
511,512,1,"I absolutely do not get the hype around this book nor this series.

Harry is so fcking annoying I wanted to punch him. He seems like constantly act like a dormat I wanted to shake him and yell at him to grow some balls.

And ya’ll trying to say he’s so young, I’ll remind you Percy Jackson is the same age in his first books but still had a lot more guts than this rat.

Sorry not sorry!! Because I’ve been lied too!!"
512,513,1,"I read Harry Potter as a teenager (first book when I was 11), so I feel like I grew up with the gang in a way. I never owned any memorabilia or anything, but I adored the stories and characters. A few years ago, I bought the first 3 books from a used bookstore in French because I thought it would be a good way to practice, and after starting to reread I started noticing some odd peculiarities that evaded me when I was younger, like the general stratification of creatures (most of which are very human-like), and while she does deal with that in the elf liberation, the hierarchies with goblins, centaurs, etc is never addressed. But mostly, I am enraged that a modern woman wrote a book and created a world where all of the most powerful characters are men, with the exception of Hermione, whose exceptionality is shoved down your throat, as if to be a respected woman in the wizard world, you have to be the absolute best. I mean, I suppose it’s a more accurate depiction for how society actually is, but this female writer had an opportunity to create a world that was better for women, and she blew it."
513,514,1,"I dislike fantasy as is, and so I went in knowing it wasn't going to be my favorite anyways. So many people had told me how great the book was, and so I had extremely high expectations, and I have to say I disliked it so much that I spent two whole months trying to get through this book. I personally think it is overhyped."
514,515,1,Tengo todos los libros que saco Salamandra en español. Y ahora por fin una versión digital para cuando estemos de viaje!! Yo los compre cuando estaba en la Universidad y se lo leí a mi primera hija desde q estaba en mi vientre ahora ya tiene 15 años. Mi hijo de 6 años está leyendo el primero. Me encantaría q fuese la versión ilustrada
515,516,1,"i didnt really like it tha much im so sorry

i think the plot itself is pretty decent, and the characters are nice, but i think ive left it too long to read the harry potter series and now jkr's style just feels like a very low reading level

if id tried reading it a few years ago i would have probably loved it !! but right now it's just a little too basic and repetitive for my tastes :("
516,517,1,The Harry Potter series is so mediocre. It just became popular and some people became emotionally attached to the characters. There have been allegations of JK Rowlings's anti-semitism and hatred against transgender people. How can you in good conscience support an author who espouses hate against people who just want to be their true selves?
517,518,1,"I really liked harry potter, and I think it's a 4 stars, but I don't support the author as she is a transphobe and bad person. I know this is about the book, but I don't want to give J.K rowling the satisfaction of my 4 stars, but very good. I don't like it as much as Percy Jackson, but I think if I read this first, it might've been a 4.5"
518,519,1,"i did not like this book one bit. i was bored the entire time. i watched the movie before reading this, and i’m so glad that i did or else i wouldn’t have finished the book. this book was good for when it first came out, but not in todays age. i think i’m wayyyy to grown for them. i’m not going to read the rest of the series. this was enough for me"
519,520,1,"Originally, I wasn’t into Harry Potter. But with the antisemitic and transphobic behavior of the author, it is disgusting that companies are still partnering up with her and making merch of her stuff.

Sign this petition here:
https://www.change.org/p/build-a-bear...

No more tolerance for intolerance!"
520,521,1,"It baffles me that this book is rated so much higher than Wizard of Earthsea by Ursula Le Guin. Harry Potter is a great series for younger kids to read, but it loses its charm the older you get. Wizard of Earthsea is a book that is much more intelligently written while still being accessible to young children. While the school of magic in Harry Potter is a fun and interesting setting, it just sucks after book 4. Wizard of Earthsea has a whole entire world that you get to explore alongside the characters. Its world building is absolutely amazing. It even has a map at the start of each book of the area the book talks about. Ursula Le Guin also is not a terrible human being like J. K. Rowling is. J. K. Rowling is a no good very bad terf who doesnt deserve anything in life. If you genuinely support her as a person, go fuck yourself. TL;DR skip this, read Wizard of Earthsea."
521,522,1,"Es beginnt wie die Geschichte von Aschenputtel. Und er ist weiterhin das großartige Kind, das alles gut macht und Glück hat. Er ist der Beste im Besenfliegen und alles ist in Ordnung.

Es ist merkwürdig, wie der Hintergrund des Romans die Institutionen des Anglo-Systems bestätigt: Geld, Erbschaft, Studiengebühren, Schweigen, um den Job nicht zu verlieren und alles andere."
522,523,1,"Not my cup of tea. Defiantly not for adults and geared towards children. Read this for my younger child of 6. Not too sure what she thought of it. Part of it kept her intrigued but various parts she would need to be older to keep her attention or liking to it.
I did not care for it much at all"
523,524,1,"My son is reading this to his five year old daughter for her bedtime story. It was fun to Facetime with my granddaughter and talk about the book, but I frankly don't see the appeal. I'm way too old for it, but would do about anything for my little granddaughter and she loved it."
524,525,1,"UGH! This book frustrates me, there was not one mention of hair nor pottery in the whole entire book, very disappointing, why call it harry and pottery, if it isn't in the book, all this dumb book is about is magic and flying brooms, wouldn't reccomend."
525,526,1,"I'm so mortified that the books were such a big part of many young adult's childhoods as they are full of slavery, racism, homophobia, and - big surprise - transphobia. Rowling doesn't deserve half of what she has, and should have awards she has removed."
526,527,1,Imagine reading this as a Jew and realizing that antisemitic stereotypes are just a central part of the book. The goblins really did not have to be hook-nosed greedy bankers and I really would like to see us not portrayed like that.
527,528,1,"Fuck JK Rowling. TERF piece of shit. Not to mention there’s many cases of racism, sexism, & homophobia in this book series that honestly makes this series even less fun to read these days.

So yeah find another book series. Can’t believe I once loved this."
528,529,1,"I read this before JK Rowling revealed herself as a transphobe, and I tried reading the series just because of all of the hype. I didn't finish the 5th book, but I got through all the books before it. The narration style just kind of had a condescending tone that I didn't like."
529,530,1,"Harry Potter is amazing, JK Rowling is… well, not evil, but not quite good. If a creator is doing harmful things, still support the work (as long as it’s not offensive), not the creator (unless they’ve had a GENUINE change of heart.

Just wanted to say this."
530,531,1,"I don't know if I'm being ""biased"" because JK is a bigot but homegirl can't really write huh.

I read this when I was kid and the movies were coming out, I loved it. Thought I would reread as an adult because I remembered very little. Turns out its meant to be read as kid (or never)."
531,532,1,"It feels so entertaining, but it's actually so boring. I think JK Rowling is a creative person but lacks genuine imagination. She has designed everything to appear magical, but there is no magical substance."
532,533,1,"Obligatory 1* review bc Joanne is a hateful shrew.

I wasn't overly impressed so I'd likely give it a 3/5. It's a fine children's book, but didn't grip me as an adult (as you might expect). This re-read made me remember listening to it on tapes as a kid which I did enjoy."
533,534,1,"I guess it's a fun story. I would say that this book is great as a pre-teen book but as an adult novel, it is totally overrated. The writing style was boring and the story is little more than fun. I get that that's what most are looking for."
534,535,1,"Read this as an 11 year old and loved it. But let’s be honest, the beginning is extraordinarily tedious, and both the author and some of the content are problematic. Won’t give my money to the belief systems that taint this magical world."
535,536,1,"Sadly not as good as everyone remembers or believes. The world building is appealing and it has snippets of exciting creatures, but these are mostly stolen from other places. Poorly written and overhyped, a waste of time when so many books do what this aims to do so much better"
536,537,1,"Did not read the book, nor am i planning to.
I just felt the need to tell everyone i will not be available on 5.3.2027 since i will be calling my ex wife to try to convince her to let ne see the kids.
Veronica if you're reading this, please let me see the kids, its been 5 years."
537,538,1,"Countless plot holes, horrible role models, and a bigoted author make this series one of the most frustrating pieces of literature I've ever attempted. I never read it when I was young because it didn't interest me, but I assume the popularity is mostly nostalgia based"
538,539,1,"Sinceramente, creo que no ha sido para nada lo que me esperaba.

Se me ha hecho muy muy pesado y largo, los capítulos son EXCESIVAMENTE extensos, pueden llegar a durar 30 páginas.

En general, la historia está bien, pero se me hizo insoportable :("
539,540,1,I'm funny - I don't like reading books that everyone reads. That said - Harry Potter was meh. Not amazing and not horrible either. I don't really understand why so many people love it. It was ok. The movie was exciting but neither was my favorite.
540,541,1,"So I tried to read this a few years back but find it childish and bland, tried again, trying to see what was the fuss about. A few chapters in, I had to DNF it. IDK if it was the writing style, the turn of events."
541,542,1,"Not my favourite. I was reading it to my daughter, who equally wasn't impressed. Although she loves the idea of wizards she couldn't follow the book and found it slow going. We got 13% through and put it down."
542,543,1,"I love the Harry Potter series, the universe JK Rowling has created with it, and I know it's said to ""seperate the art from the artist"", but especially as a trans person myself, I can't help but look at the series in a very different way that I did since I was younger"
543,544,1,"People always say this book is the greatest of all. The whole series even. In reality. The story is good but the writing is terrible.
Not to mention the writer is a transphobe.
It’s just not that good."
544,545,1,"Controversial opinion, but I don't like Harry Potter. I tried to read it as a child and didn't like it then. I recently tried to reread it as an adult and still find it unlikable. I slogged through this book with the hopes that it would get better. Let's see what book two brings. 1/5"
545,546,1,I wish I wasn't so cynical so I could enjoy books like these.
546,547,1,En av dem tråkigaste böckerna jag någonsin har läst
547,548,1,nice
548,549,1,My granddaughter really wanted me to read this. I did. Just not my thing.
549,550,1,This book is terrible I hate this series
550,551,1,I did not like this book the printed font was too small so I barely could read it even though the book has more details I found the movie more interesting to watch than reading about it.
551,552,1,"The movies are amazing, but I'm not the biggest fan of the way these books are written. I didn't find them very engaging, but the story is very awesome."
552,553,1,I’m telling you I did not like this book. There was so much going on that I lost interest
553,554,1,Boring.
554,555,1,Movie is way better than the book. Don't even read the book
555,556,1,Very boring
556,557,1,"Long book but a good book

I think HP is to high book level for me. When I read more books I will come back to this.☹️☹️😓. Sorry HP fans😓"
557,558,1,"I did not like this book at all, especially the movie. This series is just so full of cliques and syfy books are supposed to be filled with action and surprises. This wasn't at all."
558,559,1,This genre just isn't for me. But I'm glad I read it!
559,560,1,"Δεν το περίμενα, αλλά δεν μου άρεσε καθόλου. Απογοητεύτηκα και στεναχωρήθηκα διότι μου είχαν πει τα καλύτερα."
560,561,1,
561,562,1,star wars is a better franchise than harry potter in so many different ways.
562,563,1,A poorly organized list of characters and settings.
563,564,1,I really like this book and I have already seen the movie to it so I want to see the difference in the both
564,565,1,I read the first five chapters and couldn't go further. It's a children's story that just didn't grab me.
565,566,1,"Only a sample!

It was not advertised as only a sample. Will go and buy the actual version now. A little bit irritating"
566,567,1,私はこれを憎みます!!
567,568,1,I bought the wrong book
568,569,1,"Harry potter WAS NOT HARRY! this book should be BANNED for FALSE ADVERTISING!
-1/10"
569,570,1,realy good book. it has lots of things going on like magus and a bunk of adventure things going on.
570,571,1,not a fan
571,572,1,Potable déjenme leer en las anuncios
572,573,1,It was horrible.
573,574,1,"langweilig war für jk ein Joke .Alle die das geil finden sind komisch.
Lest mehr Herr der Ringe"
574,575,1,Kommt nicht an Herr der Ringe ran . Ist im Gegensatz zu Herr der Ringe langweilig .War Für j.k nur ein joke .Sie rollt gerne.
575,576,1,it was long
576,577,1,Probably good for kids but has almost nothing to offer me. I struggled to make it halfway though before giving it away.
577,578,1,Jk Rowling thinks Dumbledore is gay
578,579,1,Its really boring and I would most deffinetly NOT reccomend it.
579,580,1,I'm only on page 5 but it just does not make sense
580,581,1,Good
581,582,1,Good. Book.😉
582,583,1,
583,584,1,My kids read this book and days later they were practicing magic!!!!! JK Rowling STOP IT!!! MY kids don't need this. BAND THIS BOOK!!!!
584,585,1,I've never been able to finish even one of the Harry Potter books.
585,586,1,
586,587,1,It is tearbel😈😴😠😤😂😎💩💩💩💩💩💩💩💩💩💑💏👪👹👽👿💀💪👀💇👰💅👸🔪🔋💉🔦
587,588,1,Did not like it.
588,589,1,Good book
589,590,1,Full of mistakes. Basically the mother love is not like that. Because if it is no one loved and the other moms not love them??
590,591,1,What is this
591,592,1,
592,593,1,Hagrid was the only enjoyable character in this book.
593,594,1,"VERy bad, stup;id Boy thinks she 'iis Magicion"
594,595,1,Only reading this because of a deal with a friend. It's not very good.
