,rate,text
11,2,"2.5

This is another one of those books that I had passed on, but then got prompted to read it by a mixture of high praise and the fact that all of my friends seemed to have read it - saving the one I read it with.

My verdict is very middle-ground - didn't love it, didn't have it, and ambivalent about continuing.

It was entertaining enough, but there were things that bugged me.

For one, I kind of got bored with the constant battles. It was like reading a game of Zelda or Final Fantasy where the random encounters just got ridiculous. Now, I know some of them made sense, since they were being chased and all, but some of them really were pretty random. Also, I didn't really feel any suspense or anything in the battles. They all seemed too easy, really.

There's a part of me that wants to give it some credit for sticking with the sort of story arc of things like the Odyssey, but there's a bigger part of me that just started rolling my eyes when there was yet another battle.

Intro, battle, travel, battle, intro, battle, travel, battle, travel, battle, intro, battle, ad nauseum.


My second issue was with the characters. Two things: 1) they're not really all that developed and 2) they're all really stupid.

And I don't mean ""learning disability"" - I mean just stupid.

Like how when everyone was ""Hey, I wonder who Percy's dad is"", and completely ignored the very ample evidence that, at the very least, it's got something to do with water.

Like how people thought that Percy stole shit with no evidence that dude was even there. Do they have no security at all on Olympus? Can no god figure out anything?

I mean, sure, the Greek gods are kinda flighty, but damn.

And, lumping this in, little inconsistencies like why does Chiron stuff himself into the magical wheelchair when he's in the camp?


And, speaking of learning disabilities, I can't say I really liked how they were handled in this book. The whole ""your dyslexic 'cause your brain is hardwired for ancient Greek"" makes zero sense. I mean, even assuming that a demigods brain works differently, which I guess it must, it still makes no sense.

Also, the ADHD thing. I wasn't as bothered by it being a built-in battle system (though, actually, yeah, I am, 'cause not all the gods or Greeks are warriors, ya know?) - but I was more bothered, at the time, by things like when Percy is listening to some guy talk and has a random thought about what he's wearing, or something, and this is an example of ADHD.

'Cause, kid, then *everyone* has ADHD. Seriously.

I know the whole thing where Riordan wanted that in there 'cause of his kid , but you'd think someone who has a kid with ADHD would describe it better than having a random side thought when someone is talking to you.


So, yeah - this is why, when rating it, I bumped it down to 2. Entertaining enough, but there were a lot of things that just bugged me.

I can see why people like it, especially those who are less analytically prone than I am, but it just didn't work for me.

I might read the next in the series and see if it gets better, 'cause, like I said, I didn't hate it and it had its charm... and I already have the book... so...

It's not likely to be in the near future, though."
12,2,
13,2,"After teaching the first two chapters of this book to a class (the director of the school had selected it) I was intrigued. I borrowed the book from the school so I could finish it.
But it was all downhill from there.

Here's what I liked about the book:

1. The first two chapters were mysterious and intriguing.
2. The language was rich and interesting, at least in the beginning.
3. The story combined a contemporary setting with Greek mythology.
4. The author portrays disabilities as having special powers behind them. (Not only Percy's dyslexia and ADHD, but also Grover's strange legs and Mr. Brunner's wheelchair.)

Here's what I didn't like about the book:

1. The writing got sloppier and sloppier as the story progressed.
2. The author tried too hard to be humorous too often, so that the story couldn't make up its mind between being a serious fantasy hero's quest and a slapstick comedy. In many places, reading it felt like watching a TV sitcom.
3. Once Percy was given a quest, the plot didn't make much sense from there on out. For one thing, we all knew he wasn't the one who stole the lightning bolt in the first place. The more we learned about who did, the less sense it all made. After finishing the whole book, I'm left with the feeling of ""WHAT??""
4. The monsters were all too easily defeated, making it feel like they were not really threatening at all.
5. Most of the problems that happened on the way from New York to L.A. were overcome before the next problem was encountered, making it feel episodic rather than thickening the plot.
6. The part in the Lotus Casino was an interesting idea, but it would have been better if the reader had more hints before Percy figured out what was happening.
7. The main characters were annoying. I had to follow three annoying young teens all the way from NY to LA and back again.
8. Percy and his buddies were able to complete a task for a god that the god himself dared not even try to do. Yeah, they ran into problems, but it was still a little too easy.
9. It was too predictable. Despite the obstacles, we all knew that Percy was going to get to where he was going in time and do the thing he was supposed to do. No real twists or surprises there (except that the explanation for it was very long and complicated.)
10. The monsters and gods and traitors that tried to fight Percy would tell their life story to him before fighting or tricking him. This was the author's way of explaining their motives to the reader and revealing some facts we need to know. But I don't think monsters would usually tell you everything they know before they try to kill you.
11. There were too many info dumps. In the beginning, they were integrated into the story better. Toward the middle and end, they just seemed so artificial.
12. Percy's dyslexia wasn't realistic. The explanation is that his eyes are hard-wired to read Greek, not English. That doesn't make any sense. Our brains and eyes are hard-wired to learn to make sense of the squiggles of any writing system. Furthermore, I don't think that dyslexics see words in the same way that Percy misread the signs on buildings, with letters jumbled at random.
13. There were many times when Percy went where the author wanted him to go. Like in L.A. when there is only one store that looks open, and it just happens to be the kind of store they are looking for. Or the time when Percy willingly gets in an elevator with a woman and her dog that he senses are monsters because he thinks that waiting for the next elevator will take too much time. Obviously, Percy wouldn't have really done that. The author just wanted Percy to battle that one alone.
14. Percy's dream descriptions were long and didn't make any sense. Maybe someone with more patience would have picked up some clues from them. But I just found them confusing.

Rick Riordon has a lot of talent and potential to write something great. I hope that his writing has improved with later books. However, because this one was a sorely disappointing waste of time, it will be the last of his books that I read."
14,2,"The writing style is accessible to kids and teens, so I give the author a star for that, but god damn if I don't find the premise absolute bunk.

If gods can't even be part of their demigod children's lives, then why are they fucking mortal women in the first place? Seems to be a lot more grief than it's worth, or the gods just don't give a shit about the suffering their mortal lovers had/have to go through.

That makes the gods pretty shitty, and the shittiest of them all being the one responsible for that rule in the first place.

Also, the whole learning disability thing being a touch of divinity. Ha! Look, I'm not making fun of people with learning disabilities. They have to work hard at what many people take for granted, but tying this in with the gods was just a fucking load of cockamamie.

I'm all for urban fantasies and retellings/twists of old mythology and fairy tales, but the premise for this series just doesn't cut it. And to be really able to enjoy a book or series, the premise has to be at least somewhat believable if not perfect."
15,2,"Rick Riordan should learn from Jonathan Stroud and JK Rowling on how write characters and plots. Middlegrade story is not an excuse for juvenile writing with too many cliches, tropes and cringeworthy dialogues. One star.

The idea is cool though. I myself would love to be Poseidon's lovechild. I wouldn't have to worry about sharks and could be the greatest freediver in the whole seven seas. Bye bye expensive, heavy scuba gears, stinging hydroids, and decompression sickness! On that happy note, extra one star."
16,2,"Reading this book was like watching a Disney movie, entertaining but, in a way, somewhat predictable."
17,2,"“The real world is where the monsters are.”
I did it. I’ve finally read The Lightning Thief. This is one of the most well-known middle grade books ever, so I was very curious about it. Also, my friend Álex has been trying to make me read it for almost two years now. So here we are. I’ve read it, but unfortunately it wasn’t for me. Don’t get me wrong, I don’t think it’s a bad book at all. Quite the opposite, actually. I think it’s a funny book full of adventures that the target audience for this series is going to enjoy. I’m sure I would have love it if I had read it 10 years ago, but now it was just a boring and predictable book for me.

This is the story of Percy Jackson, a twelve-year-old boy whose life is about to change when he discovers he’s a demigod, a half-blood. And with that premise, Rick Riordan presents us a story full of Greek mythology set in our modern world. I think it was a very cool idea to include such famous gods, goddesses and monsters in Riordan’ own version and, at the same time, doing references to the original myths. Also, I loved the fact that the dyslexia and ADHD are part of the half-blood powers.

My problem with this book and the reason why it was just for me was the plot. I found it way predictable, to the point that it bored me. The traitor was so ridiculously obvious from the beginning that I still can’t believe it took the characters until the end of the book to figure it out. Also, some things were very convenient for my liking.

I was also shocked by the fact that we get to know more about the Olympian gods and goddesses than Percy’s companions through his quest: Annabeth Chase (another half-blood at the Camp Half-Blood and Athena’s daughter) and Grover (a satyr and Percy’s classmate at Yancy Academy). I actually felt they were quite plain in , especially Annabeth. I was a bit intrigued by her, but we barely get to know her in this first book. The only information we have about her is who her parents are and a couple of aspects about her personality, but nothing more.

So I don’t think I’ll continue the series, I’m not invested in the characters or the story. The only reason why I would read the next books is because I like the way Riordan includes Greek myths in the story. But honestly, even that it’s not enough for me to continue reading about Percy and his friends. Nevertheless, I think is a funny and quick read, perfect for its target audience."
18,2,"I will try reading this book another time in my life, and hopefully i will like it more then."
19,2,"Apparently the Percy Jackson series has a cult following akin to that of Harry Potter, which was largely unbeknownst to me until my friend pointed it out. Though I can see why Percy Jackson and The Lightning Thief may be appealing to young audiences, it's amazing to me how it is so popular when the books have such little merit.

The Lightning Thief is the first book of the Percy Jackson series written by Rick Riordan. It follows Percy Jackson, son of the Greek God Poseidon, as he journeys to the Underworld to recover Zeus's lightning bolt to prevent a war among the Olympian Gods.

I understand whyis appealing. I understand perfectly. Percy's characterization appeals to young teenagers who have felt, in one point or another in their life, out of place, isolated, alienated, awkward or on the fringe of teenage normality. Percy's poor performance at school is easily explained by the genetics on his father/Greek God's side, his inability to pay attention is because of his instinct to stay alive - essentially, every flaw that has plagued Percy's life is explained by the fact that he is a superior human being. And as a young teenager, or else as a person in a confusing stage in your life, I can certainly see why that is appealing.

Don't get me wrong - I'm not saying teenagers are petty for finding this sort of novel empowering; in fact, I get it. Even for me, it appeals for my want to become something greater than what I am now, or being part of something that is larger than life. But the problem is that beyond this - and the integration of Greek mythology into the novel - the merits of this book are sparse.

Bearing in mind that the target audience is for children to teenagers, the narrative is simplistic, and I am unsure if that is due to the limitations of the author or because Percy is a young adult with a teenage voice. But then again, even simple writing can be sophisticated, and lacks that sort of sophistication and refinery, or insight in the overarching ideas of the novel.

The primary failing of this novel, however, is the execution of the plot. If you detach the plot itself from how it was executed, then the story is decent. It's a children's book that has potential, especially because it is eventful and can be interesting. But the events of the novel felt disjointed and spliced together, like a compilation of 'mini adventures of the Lightning Thief' amalgamated into one book. Understandably the eventfulness of the book is to probably keep readers entertained, but when the events do not contribute to the story or are not completely meaningful in building towards the book's climax, then it feels very underwhelming and pointless in the end. For me, it felt like Riordan chose including an assortment of cool mythological creatures for the sake of 'coolness' over coherent storytelling. Essentially, is poorly written.

Furthermore - and many readers have already pointed this out - Percy may have 'challenges' but they aren't challenging, or else do not feel so. His successes are predictable and thus feel largely undeserved. The challenges that Percy faces are 'challenges' in terms of what a quest should have, but ultimately the quest taught him nothing about himself or did not challenge his development as a character - which is what a quest should ideally do for someone.

Also, a  gripe that I have with this book was that it had many eurocentric and Americentric undertones. The Western world is the greatest force in the world? The Olympian Gods are centred in America because it is the most powerful force? I won't even delve into the problems that sort of ideology has caused; these are the ideologies that uphold systems of oppression, justify imperialism and American supremacy. For that sort of ideology to seep into a children's book -- this sort of rhetoric has no place in children's books. Kids may not understand the impact that sort of thinking may impact the world, but it will impact how they perceive it. (Not to mention Chiron was extremely preachy about it too.)

To sum it up: is average. It's easy to read because of its simplistic narrative and characterization, but it makes no attempts to gauge or emotionally or mentally challenge its readers. It is escapism material with very little merits, though it has enough for it to be entertaining. Maybe is one of those books that you give to kids that don't like reading to ease them into the idea that reading Personally, had potential but it's lack of boldness, problematic undertones and poor plot execution left much to be desired.



-

Review can also be found on my book blog,"
20,2,"Hm... Maybe I need to stop seeing movies before I read the book. Here's another movie that I felt was better done than the book. The movie made some *major* plot changes that I felt filled in holes that were left in the book and streamlined a lot of overly long and complicated series of events.

There are a lot of events and explanations in this book that require a great deal of suspension of belief to swallow, even apart from the Greek god and monster parts. The author often relies on weak logic to tie it all together, and Percy is at times painfully slow and dim-witted. Perhaps this is an effort to make him seem like a typical 12-year-old boy, but he's also a demigod - so shouldn't he have a basic or even above-average level of intelligence?

Don't get me wrong - this is an easy, fun, entertaining read, and I liked being reminded of the Greek myths (since I haven't thought about that subject since high school). Mostly, though, the first book of this series left me nostalgic for the Harry Potter series. Same premise (young gifted black-haired 12-year-old boy goes to a special school for students with special powers, makes friends with a smart girl and a goofy, wisecracking male and goes on quests) - but J.K. Rowling is the far superior story teller. Still, I might read Book 2 in this series. We'll see."
21,2,"This was recommended to me by the 11 year old son of one of my best friends, so of course I had to read it! He's totally captivated by greek mythology, so I can see why he'd love this series so much.

The first book was a decent read, but truthfully, after reading Harry Potter, it's hard to work up much enthusiasm for another boy with special powers. Harry's hard to beat IMO.

That said, Riordan's done his homework, and has certainly made a good case for energizing greek mythology and injecting a modern twist to the old tales. I would imagine that young boys 9-13 would really like this series, and if it get's them to read, then I say bravo to Riordan."
22,2,I guess I will be writing a review once I watch the movie!
23,2,"2 Star's!!

This was okay, def for the younger audience. I don't have much else to say about it sooo....."
24,2,"Narration: The first person perspective brings unique challenges, especially for a children's book. Riordan fails entirely to surmount these challenges. The narrator goes from sounding way too smart and too interested in describing random crap one minute to being a complete dunce the next.

Plot: One of the things that makes a good children's book be an adult book as well is that you don't figure out too much in advance. If the author made the overarching plot any clearer he would have just put it on the first page, with all the excessive hints he gives to the main character (which, by the way, the main character ignores)

Character: Speaking of which, am I supposed to love these characters? Because I don't. They all come off as flat. Percy is an idiot who somehow lucks into pretty much everything. Is he not amazed by this world? Does he not want to explore his own powers when he starts to discover his control of water? I think the author forgot what it is like to be a kid. The girl is not memorable and has stereotypical female weakness forced upon her, and Grover is unsympathetic and boring.

Action: The action sequences are completely lacking. Why and how does Percy manage to just luck into win after win? Everything is simplistic, there is no depth and the escapes are all too easy. If Percy can do this, anyone can and its nothing special. And, how on earth do they manage to run into every ""monster"" known to man in one 10 day trip?

World Creation: Riordan goes out of his way to incorporate as much mythology as possible, but his world lacks a desirability that is needed in this type of book. The world he creates is so capricious and corrupt that I cannot see how any kid would want to enter it. I have to agree with the first few lines that, based on this book, its great I am not a half blood. Essentially, world, the magic, etc, lack fun, wonder, and whimsy. Also, there is distinctive moments where this seems to just rip imagery and ideas about how Gods would be on earth from Neil Gaiman's

Concept: This is a great concept. That is what makes the rest so sad. This could be such a GREAT world, and such interesting plotline and awesome action scenes, but its not. It just falls entirely flat."
25,2,"I am too old for this.

That, or it completely lacks the magic that other children's lit possesses. I just finished reading, for the first time, The City of Ember and I adored it. I completely went down the rabbit hole with that one. With Percy, I was just along for the ride and a little disenchanted by the whole thing. It didn't have the charm, the energy, the discovery or the wonder that books like Ember, Narnia, Alice in Wonderland, and The Indian in the Cupboard possess. These are my true, all-time favorite children's books that I can read again and again, as an 8-year-old or a 38-year-old (not quite there yet, but for argument's sake!) and probably again as a 68-year-old, and feel, once again, like a kid reading up in a treehouse, and not like an adult who's too old to be holding this book in her hands."
26,2,"Praticamente un rifacimento in salsa mitologica di Harry Potter e la pietra filosofale: le analogie tra le due saghe si sprecano e sono talmente evidenti da risultare irritanti.
Se almeno l'autore avesse affrontato l'erculea fatica della caratterizzazione dei protagonisti, anziché ricalcare per filo e per segno le personalità del trio di rowlingiana fattura, forse i suddetti non sembrerebbero delle macchiette piatte e incolori e questo libro sarebbe più digeribile.
Se gli dei dell'Olimpo mi concederanno l'ispirazione, leggerò il seguito: sia mai che faccia la sua entrata in scena l'originalità, questa sconosciuta."
27,2,"I had such high hopes, I heard about so much and expected to love it. I also love greek mythology, so that is double disappointment. But 2.5 stars, that's it. My daughter though, would not agree at all, she really liked it.

I didn't care about any of the characters, I wasn't excited about what happened to them, and found most of the book quite boring. I guess Rick Riordan really aimed to the juvenile readers, and seems that he succeeded with his goal.

The idea is creative and interesting. Sons of Greek gods in modern times. But, the situations they got into weren't interesting, and of course they overcame any obstacle too easily.

I would not continue reading this series. Completely unnecessary in my opinion. Almost 2.5 starts."
28,2,"Now, this was a fast read! I absolutely enjoyed this book. Fast-paced, lots of fun, great characters.. not to metion that it's a wonderful way to learn more about greek mythology (yes, I know, I should have studied all that stuff at school but you know.. it was school and not a Percy Jackson's book so..). I just can't wait for all the characters to grow up so that I can enjoy this books even more."
