,rate,text
43,1,"Dear Percy Jackson fans, I'm very sorry to say that this will a negative review and I beg of you not to read my reviews of The Last Olympian or The Battle of the Labyrinth because those will only hurt your feelings and that's not what I want to do.

If you can't handle what I say please don't read anything beyond here or my other reviews of this series, I just don't want to ruin a series for someone, and if I have then I'm sorry but my minds made up and I'm not one to change it once its made.

Alright let's get started...

Positive rant-



I just don't like this boy very much, he whines, he's a brat straight up and he constantly...no wait I actually like that part.

Another thing, I the Greek gods, just a bunch of wimpy, duck flipping, moronic, evil, twisted, well understated creatures that obviously have no common sense or respect for each other or anyone else for that matter! I just hate them so much.

Percy was bullied throughout the entire book, not having a sense of direction, the lack of any ambition or interest, in fact he was nothing short of maggot in any level of interest in my books!

I respect the author, I really liked his story, he has a good sense of action and twists in a way, but...no, not for me, I am through with Percy Jackson and the Olympians .

Negative Rant-

ARE YOU CRAZY, WHAT IS WRONG WITH YOU! STUPID LITTLE...OOOOOH WHERE.IS.MY.WAND! I CANT STAND ANY OF THIS, I HAD TO STEP AWAY FROM THE BOOK FOR A WHILE! MOCKINGJAY WAS LESS DEPRESSING THAN THIS BOOK AND THAT IS DEPREEEESSSSSSSING!

I'm sorry but he never wanted this, and Posiden...I'm very disappointed in him, indeed!



I cant...

I can't believe it's a film series....it's going to copy Harry Potter and The Hunger Games, those are good books compared to this.

A best selling series...


I'm done! But before I leave this for good I want to say to everyone who liked this story, ignore my words if you love it enough to not let it bother you, love it with all of your soul, that all I have to say and good luck


J Vera (C) 11"
44,1,"* So I would like to start off by mentioning that irrespective of my personal opinion I don’t think this is an entirely awful piece of literature. Would also like to add that my thoughts are vague as I haven’t read the book in a while, but these criticisms have been sitting with me for at least half a decade now so I think they need to be put out into the world. *

I think the way he utilized Greek mythology and culture was really poor, especially seeing as he has a history related background. I didn’t expect that all mythology would be covered (a LOT of stories to be putting into a series like this) or portrayed in its original complexity but by the same token I did expect that there would be a better presentation of the gods besides what I would like to call an Americanized retelling. I also thought it would’ve been a potentially obvious idea to incorporate modern Greek ideas a bit more to better educate readers on what the actual culture is like today (not to say the book should revolve around it, but wouldn’t it make sense to see Percy alongside a character with a Greek immigrant background given the large influx of Greeks immigrating to America in the later 20th century? Drawing comparisons with modern and Ancient Greek history would’ve been such a creative approach to his narrative, especially given some of the key themes)

This to me doesn’t seem like an anomaly with Riordan’s writing, when reading his other books on Egyptian mythology I found the same, alongside many other annoyed readers at the time. I felt like the idea surrounding the series had so much potential and ultimately fell short of my expectations. I was baffled is to why no one was pointing out the alarming amount of good plot devices left unused here. It's not even necessarily that these are niche ideas, these are common topics in lots of novels of this caliber which discuss culture.

I am aware that the book was written for his kid, and I know the mythology isn’t meant to be the spotlight, but if Tolkien can do it with an imaginary culture, if not several of them, Riordan can afford to do justice to Greek mythology especially considering it’s got nothing to do with his heritage (to my knowledge), and that this is the culture and heritage of millions of people.

I wouldn’t recommend this if you have a love for Greek mythology, and as an obviously peeved history nerd I really, really despise the writing here. Normally I'm able to find the good in something despite its flaws but I'm not even willing to consider that with this series.

Nonetheless, I still congratulate Rick Riordan on writing a piece of work that has left me with an avid hatred for his books almost five years after reading the series."
45,1,"""The gods move with the heart of the West. …What you call ‘Western civilization’… is a living force. A collective consciousness that has burned bright for thousands of years. The gods are part of it. You might even say they are the source of it, or at least, they are tied so tightly to it that it that they couldn’t possibly fade, not unless all of Western civilization were obliterated. The fire started in Greece. Then, as you well know, the heart of the fire moved to Rome, and so did the gods. … [They] moved to Germany, to France, to Spain, for a while. Wherever the flame was brightest, the gods were there. They spent several centuries in England. …And yes, Percy, of course they are now in your United States. … America is now the heart of the flame. It is the great power of the West. And so Olympus is here.""

Very very concerning ideologies are present in this book. I will not finish and I would never give to a child."
46,1,"The Gods are so powerful, yet they have to hide, afraid that CNN would make them disclose they don't know what laundry detergent is. Or something.

Percy is Riordan. Percy is a good boy, but that does not seem to be enough. And like Percy, Riordan was a good boy, but that wasn't enough to get anything in the Science classes. Lucky for him, the state always lacks guardians to mind the children during English class. So the bar was low enough to get a diploma. Than, because he is a good boy, he knows all the mandatory lectures, including the Greek Mythology.

I have nothing against Riordan. I find his writing skills superior to Dan Brown. And the fact that he sold a lot of books is proof that there is something. But I prefer writers who work more to polish their stories, like say Gaiman."
47,1,This book was recommended to me by a couple different people and the plot seemed intriguing but it was one of the worse books I have ever read. Percy was annoying and unlikeable protagonist. There were times I wished he would have died so I didn't have to read his stupid remarks. The authors attempts to be funny did not work and came across as a middle age man trying to fit in with middle school aged kids. The potential villains were weak and easily defeated. Overall I believe this is a weak attempt to copy Harry Potter.
48,1,"Can't help but think of Harry Potter when you read this. It rips off it pretty bad, giving it a mutilated Greek mythology spin. It's a pretty sad imitation. Like comparing a warm, nutritious, delicious, satisfying (for all ages) meal with a hot fudge pop tart. Shoddily put together and leaves you feeling empty with a bellyache.

Definitely not a YA that can entertain beyond it's target audience of sugar hopped kids."
49,1,"This book was disappointing. It's not YA like the Mockingjay series or Harry Potter is YA (i.e. totally sophisticated and relatable to any age reader). I found the language to be simplistic, the characters to be one dimensional, the situations to be totally predictable, and I had no emotional connection to anything going on in the book. The whole thing just felt really dumbed down. I wonder what the YA audience actually thought of this book."
50,1,"Personally, I don't see why people ENJOYED reading this book. It was only geared towards a specific age of about 11ish to 12ish and since I'm 14 I felt like it was too childish. There are so many better books out there, like The Hunger Games, Nineteen minutes, and Plain Truth. How do you guys think that this is the best book ever? Seriously I don't get it. No offense to anyone out there-I'm not trying to hate on you. I just don't understand what was truly amazing about this book."
51,1,"If you find that you are the type of person who has to finish a series once you have started it I admonish you not to read this book. If you do read it read the first one hundred pages and the last fifty pages. Those are the only worthwhile reads in this book. The rest is contrived, mechanical, and trite. Reread Harry Potter if you are that bored!"
52,1,"Well, at least I've read as much of this as I ever will. I really wanted to like this book because of how much my students like it, and because of how it's getting kids to read and learn about Greek mythology. But the writing sucks. It is absolutely horrible. I tried, but I could never force myself to get more than half-way. I finally gave up."
53,1,I had heard that the book was somewhat different from the movie but the first parts were very similar. Unfortunately I didn't get past the beginning of Percy's training at the camp as Percy irritated me. Too much teenage bitterness does not endear one to a character sadly. I wanted to like this book but I couldn't.
54,1,"I didn't actually finish the book, but man did I endure it longer than I should have. I started by reading the paper book, but I was not liking it at all. Then I decided to continue my progress with the audio book, and I really disliked that. The voice that Riordan wrote with was just too immature for me, and the plot wasn't interesting enough."
55,1,"I didn't like the story at all. I don't get it.

The only thing I liked in this book was some of the humor. Practically everyone they meet turns out to be a villain (would have been enough to stop at one or two, I think) and I just didn't understand the point of the story."
56,1,Uhgg! Every time I try to read or even think about this book I shudder. Such a weak plot...such bad chapter titles...THE CHARACTERS DISCUST ME! All I can say is this book deserved a GOOSE EGG rating! O stars!
57,1,"Most over rated, poorly written young adult book i have EVER encountered!!!"
58,1,I am very disappointed with this book. I dnf it on page 100 because I couldn't take it anymore. I hope if I read it in the future I will like it more.
59,1,I only read this because my cousins are obsessed with it. I did not enjoy. I have never liked this kind of book so idk what I was expecting but I won’t be reading the rest of the series
60,1,"Ugh.

I can see how, in some ways, this is an enjoyable enough YA adventure. And in other ways unrelated to classical myth is less so (e.g., characters withhold important information from the hero for no reason at all so often it becomes a joke; the prophesy about betrayal by a friend is fulfilled in the most cop-out way possible), but I want to focus on the use of myth.

First of all, there are the things that just seem like mistakes. A big deal is made of the children of Poseidon and Athena working together, and the risk that, if the gods go to war, those two will be on opposite sides just like in the Trojan War -- except that they were both on the Greek side in the Trojan War. A minor thing, and I have no problem with an author rewriting myths; but that just seems like laziness. And of course, Athena having a daughter at all seems like a problem; Artemis' virginity is mentioned as a reason why there are no children of hers at Camp Half-Blood, but Athena's is just ignored. I know Athena is a popular mythical figure, and once you've stuck yourself with the idea of demigods, you have to find a way around some restrictions, but I would have appreciated at least a little bit of handwaving on this subject. Also, why would Poseidon have a son named Perseus? And so on.

The real problem, though, isn't this sort of nitpicking (how much does it matter, really, how ""accurate"" a book's treatment of Greek myth is?) but the way that Riordan's use of myth flattens it out and throws away a lot of promising opportunities. For example: just after we're introduced to Athena's daughter, we hear about the other gods' children at the camp, and which are the most important: ""If you're a child of Aphrodite or Demeter, you're probably not a real powerful force"" (p. 96).

Ahem. The ancient stories about Aphrodite are constantly making the point that she is the most powerful being around, that even the other gods fear her, that if you scoff at her power something very unpleasant will happen to you, etc. (This is generally about the power of love as an emotion, but Aphrodite also gets understood as a cosmic force, source of life, binding principle of the universe.) One of her canonical (so to speak) half-mortal offspring is a major hero, and through him she's the ancestor of the Romans (Rome is mentioned a couple of times in this book as the place the gods moved from Greece).

Now, I understand that you might want to keep Aphrodite out of your young adult novel, if only to get it past the censors. Fine. But with Demeter, there's no such excuse. Demeter would be perfect for this kind of story. She has canonical affairs with mortals, a canonical child, canonical major conflicts with other gods. And the idea that she's not that powerful is absolutely foreign to ancient accounts. Agriculture was the main source of food for ancient Greece (and, come to think of it, for the modern world), and Demeter is correspondingly important. She's the goddess who almost wipes out humanity when her daughter is missing, until Zeus arranges for Hades to give her back. She's the goddess who, if you cut down the wrong tree, will curse you with a hunger so great that you end up devouring yourself. She has a mystery-cult whose followers get a special status in the underworld. Why on earth would you casually dismiss her from your fantasy world? Well, two reasons: first, a lazy and superficial attitude towards myth, and second, an overriding assumption that men are more interesting than women (and boys than girls, and gods than goddesses).

I want to be clear that this assumption comes from the modern author, not the ancient source material. Given the book's willingness to change things around in Greek myth, there's no excuse for maintaining the status of the three senior male gods as the most powerful - a status which isn't as consistent as you might expect in the ancient material.* The gods we actually meet in the novel are Dionysus, Ares, Hades, Zeus, and Poseidon; no sign of any goddesses. The heroes visit Hades; Persephone is not mentioned. Annabeth, as the daughter of Athena, is occasionally the subject of comments about always having a plan; but in practice, the male hero comes up with the plans every time. The less said about Percy's mother, the better.

I really wanted to like this book. I certainly owe it for bringing a bunch of students to my Classical Myth courses, and they all seem to have enjoyed it. Maybe I shouldn't look a gift horse in the mouth. But I'm not sure I wouldn't rather have no book based in Greek myth at all than one that makes the myths so dull.

Oh, and one other thing. Much is made of Percy being relatively poor, and feeling out of place among his richer classmates. His mom works at a candy shop, his stepdad manages an electronics store. But they live in an apartment on the Upper East Side, and Percy is sent to a series of prestigious private schools (the alternative is mentioned once, when he says he wanted to be at home with his mom ""even if I had to go to public school"" [p.17]). This is never explained, and it drove me crazy.


*The mythical Hera and Demeter both give Zeus serious trouble at times, and gender certainly doesn't seem to affect rank among the gods as much as seniority -- in the Iliad, Hermes knows better than to fight with Leto."
61,1,"I know, by posting this review I'll probably get a never-ending backlash from die-hard fans of this series. People who love this book and would sell their soul to Rick Riordan, no hesitation. Those who had a childhood fantasy of going to camp half blood, which they haven't quite let go of.

I had a fear of reading this book for a very long time. No, I wasn't scared that it would give me nightmares or something like that, I was scared that I wouldn't like it. Needless to say, I was right.

I knew that there was a HUGE fandom surrounding this book. Even people who I haven't seen reading a book since 4th grade, seem to have loved this book. That's the thing, I didn't read this book when I was like 8, I'm reading this book the summer going into high school.

The reason why so many people love re-reading books like these is because of nostalgia. I grew up on books like Harry Potter, Land of Stories, School for Good and Evil, a Series of Unfortunate Events, Ella Enchanted, Little House on the Prarie, etc. And the reason why I love these books so much is I get to pretend like I'm 9 again. Sure the stories are good but if I read a book series like Harry Potter now, I probably wouldn't warship it like I did as a 9-year-old. So I respect the fandom a lot but reading a book series like this after coming from books written by people like Cassandra Clair or Holly Black, the series is kinda a letdown.

Lol, I think that may have been the longest intro I've ever written. Anyway, review time :)

Where do I start with this book? The entire thing was an utter disaster.

So there are a LOT of issues with this book, but one of them that I couldn't stand was the fact that Percy never learned ANYTHING!!!
Let me explain.
In a book like HP, we learn only as much as Harry learns when he learns. We only know the spells that Harry knows. Percy Jackson just walks into this world for five seconds and all of a sudden knows everything. So you're telling me that a 12-year-old with no prior experience can all of a sudden beet gods (which have been practicing for 1,000s of years) at duels? As readers, we don't get to see him learn or grow from his mistakes. We don't even get to know how to duel.

As a reader, I had no idea what was going on. No rules for this world were set beforehand. We weren't told what the limits for this world were. We weren't told anything. It was hard to be immersed in the story when this 12-year-old brat knew everything.

Now, a friendly reminder to all authors, :)

Tbh, I didn't care about any of the characters. They were all blander than saltine crackers. No, being the chosen one isn't a personality trait.

This series had so much potential, yet I am very disappointed. Imagine if this book series was YA or even adult. It would be so much fun to read about the gods and their messed-up love lives.

Anyway, I don't plan on continuing this series."
62,1,i hate it i hate percy jackson so much this does not interest me at all and i had to listen to it daily for 2 years during school screw u mr pope
63,1,"Un-fucking-believable!

Never in my life have I been so glad for a book to end!

I mean, I realize this is supposed to be for children, but jesus kids deserve better than this!

This is lazy, poorly written, misrepresentative garbage.

I can't even begin to say how much I loathed Percy Jackson or just about everyone in this book. I mean, why is everyone in this a total asshole?

On top of that, this is so badly written. Percy's mom dies: he's over it in 2 days-and don't give me that Ambrosia bullshit because you can take it and stuff it! Don't know who Percy's dad is? Then you're dumber than you look. A punch in the stomach if you can't guess who Auntie M is. A push down the stairs if you don't know who's going to betray Percy later in the book. And it goes on like that! Percy's mom is a domestic abuse survivor, well that's just tossed in at the end for whatever reason-sickening!

I keep seeing posts on Reddit where people complain about the lousy movie that was made of this, but (even though I have no intention of further torturing myself by watching what I can only assume will be terrible) I can only figure that they must have made changes that would improve this godawful nightmare.

Also, Hades wasn't evil. The underworld and afterlife and evil didn't take on that until the Christians. Also, I don't think Hades would cheat on Persephone. But the gods in this book come off as spoiled assholes. But I think I've said that, already.

There is an episode of The Simpsons where Homer, Bart and a selected gang of Springfield residents try to pull off a ""tween-lit-gang-write"". It's not a bad episode. That's how this comes off: A semi-literate group of creative writing majors sitting around a table tossing out story ideas left and right and, just like the participation trophies of the days of old, everyone gets to contribute. Even the author name seems made up. I mean if he had some sort of strange background about being hit in the head with a crumpet then I would be totally convinced that he doesn't exist.

The one interesting character, maybe, was Luke, though the narrator (Jesse Bernstein, terrible, just terrible) gives him a stupid surfer accent--in fact, many of the accents he does are just piss-poor. But Luke, I think, would have been a far more interesting character to follow-a guy with a grudge against the gods who wants to tear it all down. That's a hero I'd follow."
64,1,"ignore this please i was like 12 😭

The Percy Jackson Series by Rick Riordan is an overrated disaster, I recently had the misfortune of reading the books and it was truly disappointing. The same old plot and dull characters were putting me to sleep. The whole way through I tried to think of some reason to continue; 5 books that I had to force myself to turn the pages to out of boredom.

It's a failed blend of magic, mystery, myth and humour. The endless action scenes and typical ‘main character having endless opportunities handed to him on a silver platter, because of unique ancestry’ got boring after the first chapter.

Needless to say, I was disappointed, recycling the well-written elements of magic from Harry Potter with history did not work. It's like the author expects us to know Greek mythology, as well as they do with no proper introduction to it nor explanation. Half god, half human and half wizard, half muggle, and the use of Half Blood?! Ring any bells; yes, so many, copy and paste, change a few words was what Rick Riordon tried to do, the iconic trio was horribly written and the humour was dry and forced. It seems that the overuse of mortal peril and near-death situations was used to disguise the lack of structure and description.

Somehow the book was adapted into a movie that many fans complained about, so much so that the 3rd movie was cancelled. It was most likely the visual of the books that made them wake up and realize that it was just rubbish. Yet some still blame it on the change of the original plot, of course it was only so bad because the book was too, but hey, ignorance is bliss, or in this case, denial.

Clearly, Percy Jackson was written on little knowledge. The complexity of the plot and basic language were an attempt to bring in a wider audience but I prefer books with originality and new ideas and a directed purpose that either interests or doesn’t. I must say, my favourite part was right at the end, in fact a week after the end when the confusing story had finally left my mind and the tasteless characters were history where they should've been left."
65,1,"One night when I had nothing better to do, I watched The Lightning Thief film on TV. It was dreadful. So horrendously dreadful. I thought the books must surely be better. After all, this is a best-selling series, beloved by millions. So I picked up the book and prepared to be amazed.

Let me say that I love children's literature. Winnie-the-Pooh and the Moomintroll series delighted me. I also love fantasy literature. LOTR and were my bread-and-butter growing up. So I was prepared to judge this book as a children's novel aimed at children.

Let me also say that I almost always finish books. once defeated me, and so did Percy Jackson. (Though for entirely different reasons.) I barely made it through Percy's arrival at Hogwarts-- I mean Camp Half-Blood-- and he was about to be Sorted into his House-- I mean cabin, when I put the book down and didn't have the stomach to pick it up again.

The characterization of Percy after his mother's ""death"" was what did it. The boy has one, living family member (that he knows of) and he watches her die. Hours later, he is crushing on a hot chick. I doubt even Don Juan would be crushing on anyone just after . But hey, we all grieve in different ways.

You want to know how a well-written adolescent boy character reacts when he sees a parental figure die before his eyes? Read Harry's reaction to
death in

Other reviewers have said this feels like a Potter knock-off. I did not read far enough to agree or disagree, but this is a juvenile book aimed at juvenile readers, in the fullest sense of the word."
66,1,"Well. Hmmm. Part of the problem is the narrator for the audiobook was NOT good. He worked way too hard to do different voices and it was very offputting. Very. But also, this was clunky. And it felt to me like a very obvious attempt to do a Harry Potter sort of thing. I wondered when this book was written and published in relation to Harry Potter book 1 and they were two years apart - Harry Potter coming before this series. There were just so many obvious attempts to ride the train of fame that Harry Potter created for writers.

Percy Jackson is a 12-year-old boy who discovers he is a half-blood, half Greek god and half-human. Upon finding out this surprising news Percy becomes a resident of Half-blood Hill and is sent on a quest to recover Zeus' lightning bolt. Taking along his new friends, Grover and Annabeth, Percy travels from one coast to another to gain access to the Underground where they think the bolt is.

It felt like Riordan was trying way too hard to be relatable and clever with Percy and the other characters. The jokes are all based on mythical creatures and gods and whomever your Greek god was the parent. It was not cheesy, it was just bad. From time to time I could see where my oldest nephew probably chuckled and thought something was clever so for 10 and 11-year-olds this series might be right on target. I felt annoyed at the capers Percy and friends got into and I didn't enjoy the journey at all. I had planned on reading the series because my oldest nephew did and liked it but I can't. I just can't read any more of this series. And I don't think it's because I'm an adult, a Harry Potter fan, or whatever - I think because it's just not very good...in my very humble opinion."
67,1,"Quite dissappointed in this one. While I would say it is not horrible, I could not get along with it and had to stop after the first third. Its only my second book ever that I haven't finished reading and the first fantasy. But its too meesy, too flat really. Even as a kid I would have not liked it.

The story is not well developed, there is way too muhc happening all the time, adn there is certainly too much want-to-be-funny! humour in every second or third sentence. There is no depth in anything, neither the descriptions of surroundings, no emotions in the feelings described and everything is put in front of the reader without real space for imagination.

I might try and get back to it another time, but I can't see the appeal in this one.

/

Ziemlich enttäuscht von diesem Buch. Ich würde nicht sagen dass es komplett Grauenhaft ist und sicherlich interessant fuer den ein oder anderen juengeren Leser/in, aber ich konnte absolut nichts mit Percy Jackson anfangen und musste nach dem ersten Drittel aufhören. Es ist erst mein zweites Buch überhaupt, das ich nicht zu Ende gelesen habe, und das erste aus der Kategorie Fantasy. Aber es ist zu kitschig, zu flach . Auch als Kind/Jugendlicher hätte ich es nicht gemocht.

Die Geschichte ist nicht gut entwickelt, es passiert die ganze Zeit viel zu viel, und es gibt sicherlich zu viel Möchtegern-Lustigen Witz der nicht passend und oft nervend ist. Und das in in jedem zweiten oder dritten Satz. Es gibt weder Tiefe oder Klarheit in den Dialogen, noch in den Beschreibungen der Umgebung, keine Emotionen in den beschriebenen Gefühlen und alles wird dem Leser ohne wirklichen Raum für Vorstellungskraft präsentiert.

Die Ursprungsidee ist sicherlich gut, die aussfuehrung Mangelhaft."
68,1,
69,1,"At first before I read the book I was so into reading a book like this. Greek mythology, action and adventure, and just fiction in general, are some of the things I love in a book. I personally think this was kind of a letdown. I did not like the characters, the greek mythology was almost completely inaccurate, and the story to me was just very bland and undeveloped. There is not much to rate on this book because the feeling I normally feel when reading a new book is not there. I am frankly surprised that I surpassed the first chapter much less read the full book. I will not read any of the other books, this one is good for me."
70,1,"A complete knockoff of the Harry Potter series, complete with a misfit hero who has unexplained abilities, goofy male and intelligent female sidekicks, hateful adoptive parent, and an unsuspected nemesis living out in the open. In a reverse of the Potter series, Percy Jackson spends his summer at camp and his school year trying to stay alive. I was disappointed in the quality of the writing and the predictability of the story. However, my 4th grade students (two of them anyway) absolutely LOVE this series, so it has value for someone. Just not me."
71,1,"Feels like the author lacked imagination, so he had to write the whole story around Greek mythology, which isn't that interesting to me. My main annoyance was the childishness of this book. I suppose I could've known, but the reviewers here were unanimously positive regardless. The whole story is written from the perspective of a 12 yo American kid. You can see the plot coming a mile away, and the dumb questions will drive you nuts."
72,1,"Mr. Riordan should be paying royalties to J.K. Rowling. Poorly written with shallow, hollow characters. The Story line is a pure ripoff of the Harry Potter series. A waste of time. I quit the series part way through book two when it became obvious the author was never going to find his own imagination."
73,1,"I have tried and tried and tried with this book, but I just can't do it. I've even tried to read the graphic novel and it just doesn't do anything for me. I just don't care about the characters at all. I love mythology and I thought this would be a great read, but no. However, I couldn't stop listening to the Red Pyramid, it's absolutely fantastic."
74,1,"Edit: April 3 2016
The more I think about it, I just really didn't enjoy this book so I am lowering it to a one star


Im sorry to all the Percy Jackson fans, I really wanted to like this. But I couldn't. I would have enjoyed this when I was younger. But I liked the greek mythology aspect which gave it an extra star."
75,1,"I think it is a bit overrated. I appreciate the creativity, but the author could not seem to transform this into a well-written book. It is a mediocre book compared to its popularity. I read half-way through and gave up on it. I guess some people like it, but I just didn't see what is so great about it."
76,1,I don't do this often but omfg this book is so epically craptastic I just had to let it out. It reads like it was written by a 9 year old who was kept back a few grades. The plot is absolutely bogus. Characters are just a shambles of idiocity and such utter nonsense I can't even BEGIN to describe how bad. So bad. So very bad. I wasted 2hrs of my life on this book. Don't fall into the same trap.
77,1,"This book took me WAY to long to finish... And I actually finished it a while ago but... I forgot it was on my reading list, XD. I don't really understand the big thing about Percy Jackson, it was a pretty average book. Maybe I disliked it because I knew what was going to happen (my brother told me before I started reading it.). I don't know, but I did not like it. The end."
78,1,"Maybe if I was still a 4th grader I would like this book, but currently, I just find the language annoying. It’s just so…. Well childish. Obviously since the main character is like 12, but I just cannot get through it. I will not repeat the same mistake I did with the wheel of time, so I’ll just leave this."
79,1,I was so disappointed in this book!! I expected an easy fun quick read but instead found the most poorly written book I've read in a very long time. It is an insipid version of Harry Potter. And then I saw the movie (on a plane) and that was equally as lame as the book.
80,1,"After falling in love with Harry Potter, I couldn't stand these books. My 6-year-old son LOVES them though. They are simplistic, the monsters are larger than life, and the main character always saves the day. Great for kids. Not so great for adults."
81,1,"Even with the joy of following along with my son, I just couldn't finish this one. Perhaps it is simply aimed at too young an audience, but I just wasn't enjoying the process of reading it unlike other books such as Hunger Games or the Harry Potter series."
82,1,"This book was dreadful. Fair enough if you read it when your 11 or below but if your going to read it above that age, I wouldn't bother. It was extremely childish and I was disappointed after all the hype about these books. I definitely won't be reading anymore in the series."
83,1,"I couldn't get into this story. I know people like it and I'm a lover of Greek mythology but this book did not do a good job at making it interesting. I see how grade schoolers could like it, but it was not for me."
84,1,"well. i didn't enjoy it. probably i pick it after finishing Harry potter. maybe not. the character's are not that realistic. even plot are boring. so i didn't enjoy it.
nothing is like harry potter after all"
85,1,"Okay. People will hate me for this but I don’t care. This series is trash and Percy is like Harry Potter in one of his angry moments. The only part I liked was Vegas, hence the one star. I don’t recommend it"
86,1,
87,1,i give it a five because is a good book is about gods so we can know what was going on
88,1,"Did not finish the book on cd with no intention of finishing. Too young for my taste, younger audience than Harry Potter."
89,1,I have 3 words for you...HARRY POTTER RIP-OFF!!!
90,1,This book is terrible. A stolen combination of Harry Potter and mythology.
91,1,"Boo! Fake Harry Potter, and not a very good imitation at that."
92,1,I cant see the point of reading this instead of Illiad or Odyssee. It is less imaginative and as formulaic.
93,1,"Written well, just not my genre. I read it for my kids."
94,1,"I'm just not feeling it. I've always been fascinated by Greek mythology and to see it butchered, mordanized and bastardized beyond belief in Percy Jackson causes me near-physical pain."
95,1,Worst book i have ever read.
96,1,No thanks
97,1,"This book didn't scratch the same itch that Harry Potter did so well. I was hoping for more wonder, but it felt like I was being tricked to learn mythology."
98,1,Personally found the audiobook narration irritating.
99,1,i gave it ⭐️ only bc i was forced to read it in like 4 hours and the plot was so weird. like they r like 12 n stuff
100,1,so much polytheism
101,1,School boys at boarding school and there are ‘dark’ forces around and they are trying to protect another boy who has no idea of the power he has. Didn’t really get into it.
102,1,"No me gustó para nada, ni la trama, ningun personaje, se me hizo muy tedioso y aburrido en todo momento. Tardé mucho considerando que es un libro corto. Muchas partes pasan muy rápido y otras eran muy confusas, la mitad de las cosas no entendí. Sinceramente, no creo darle una oportunidad al resto de la saga"
103,1,"Predecible y aburrido. Los personajes son tontísimos y esos dioses no son griegos. Ni siquiera es fiel a los mitos. Es una norteamericananada de las gordas, con un prota con complejo de salvador blanco y unos acompañantes con menos luces todavía que él. Sobrevaloradísimo."
104,1,uma bosta não prende ninguém essa história e se prender parabéns você é um merda
105,1,Много (ама много!) зле 🙄🙄🙄
106,1,
107,1,"DNF (for now?), I probably should've read this when I was younger."
108,1,
109,1,"Re-read, in Spanish.

The first time I read Percy I did not like it very much. I thought the story(and I hate when people does this, but I couldn´t help it) was very similar to Harry Potter. I only read it because this book kept showing up in all forums regarding ""after HP... what?"".

Now, in my mid-tweenties, I thought I should give Percy Jackson a 2nd chance. Why not? The book was on sale.

Unfortunately, I stick to my first opinion. First of all, I could not like Percy. I thought he was very cocky, being only 12-years-old. I know heroes are supposed to be brave, defiant, etc, but in his case, I thought he was arrogant and sassy (hello, Ares is not enemy, he is a God, for God´s sake). And sending Medusa´s head to the Olympic was too much. The Olympic! Where all the Gods live! Where his father is! Just because he was ""angry""... Or when he saw Grover making ""something"" like the sign of the cross, only more ancient... how would he know? Or things that were a mystery, he had a that it was this or that... how would he know? And when he saw Luke´s sword, who could injure mortal or immortals, Percy remembered that ""a hero was never supposed to harm mortals unless it were absolutely necessary"". But when he, Grover and Annabeth had that encounter with that group of bad guys, he did not hesitate to take his own sword out to try to harm them.

Second of all, I did not feel too much chemistry between the 3 friends. Like they were not friends; more like companions in a mission. And it was too much that the only thing that made Grover so ""funny"" was that he was always thinking about food.

Thirtly, the similarity with HP & the Philosopher Stone:

- Grover=Ron; Annabeth=Hermione; Nancy Bobofit=Dudley; Dionysus=Snape; Chiron=Dumbledore; Clarisse=Malfoy.
- After Harry found out he was a wizard, he remembered several episodes in his earlier life involving strange things; the same happened to Percy, only less believable: he defeating a snake (hellooo, we know that happened to Hercules, why the hell did it happen to Percy too? He was not super-strong); he remembering his father (who disappeared when he was what? months-old? How could he remember his father?)
- When he fights the Minotaur, it is pretty much the same when Harry fought the troll.
- When Dionysus says something like ""our new celebrity""... ring a bell, anyone? Snape in his first lesson to Harry.
- Houses in the camp: houses in Hogwarts.
- Food appear magically at lunch
- The revelation of the enemy in the story: Luke, who was a nice guy (Quirrel, who was a nice teacher), tried to kill him because he was being control by Chronos (Quirrel was controlled by Voldemort). Percy tried to stop him, losing consciousness (Harry lost consciousness when he did the same). Percy woke up, finding Chiron next to him, who advised him (Harry wakes up finding Dumbledore next to him, who tells him most of the story). It is the end of terms, and Percy says he is going to come back, because it is like his home... or something like that (Harry tells his friends Hogwarts is his home).

I think is sad, because the idea was great. I am myself a huge fan of Greek/Roman mythology. But the writing was not good (and the translation in Spanish is even worse). In fact, several ""funny"" moments did not even made me smile. I remembered this book the other day when I was watching a movie. You you are supposed to laugh at certain moments but you , cause the joke is too obvious. That is what happened to me with this book."
