,Unnamed: 0,rate,text
269,270,1,"I should be better about doing my homework before I read certain books. Never got into this at all, but only because I couldn't stand studying Greek mythology in Jr. High & have never liked it since. If I had, I probably would've loved this book more."
270,271,1,I wasn't a big fan of it at all I sort of think these books aren't that exciting but thats my opinion so thats my thought and I'm not really going to read another book like this inless it's on accident and I don't know what it is cause I'm not a big fan
271,272,1,"Couldn't get into it. The reading age was extremely low which made getting past the first chapter tedious.
However, i gave it to my little sister who hasn't read a book all the way through before. She's 13, and really enjoyed it and all of the references to Greek Mythology."
272,273,1,This was too young adult for my tastes. I was hoping for a good story and it started out interesting but then it just fell into silly road trips and cartoonish characters and left me feeling very old. I wont bother with the rest of this series.
273,274,1,"I saw this on TV and decided it was rather juvenile and I did not want to read it. I like the original, classic Ulysses story that it pretends to be much better. I can see that it might appeal to younger teen-age boys who read adventure stories, but not to me."
274,275,1,"Oh, probably work better for the age group it is written for than me. I thought the book was duller and more boring than the movie! Have the rest of the books as well, but guess it's gonna be a while before I read them."
275,276,1,"Hated this book. I thought the writing was poor, the plot was poor, the characters were underdeveloped... I disliked the morals that were introduced. Surely there has to be a better way to excite kids about Greek mythology. Little Merit."
276,277,1,Forced myself to read at least 100 pages before I quit. Didn't like it after first 20 and even less the farther I read. Quit before starting page 101. Do not understand all the rants and raves...awards and best books. Wasted 100 pages worth of my time...now on to something much better.
277,278,1,"Really didn't like this and was surprised. I'd heard good things from people who'd liked Harry Potter - but I found it to be trite, formulaic and overly self-absorbed. Too bad - I was ready for a good series."
278,279,1,"for anyone who thought the twilight series was bad... this... this, has got to be one of the most awful books ever written. words cannot express how bad this is. I won't bother with the rest of the books, like I did with the twilight series. what a waste of time!"
279,280,1,"Really glad I didn't buy this book because it wasn't that good. Maybe it's just that everything pales in comparison to Harry Potter. The general idea is good, but there was just some really bad writing at numerous points."
280,281,1,"Percy was not likeable! he tried to be cool and the book just overall bugged me! Rick Riordan is a horrible writer. Everyone is like ""Peter! You should read the lost hero or red pyramid!"" I just hate these show offy books. The movie made me hate the book even more than I already did."
281,282,1,"I could not even make myself finish this book. It was cheesy... too cheesy for me. Although, these types of books are not really something I would normally read. So if you don't like mythology books that have twists to them ect. don't read it."
282,283,1,"I have finally finished it!!

It was OK at the beginning, but got worse by every page. I didn't like or feel for the main characters, I hated the whole idea of the book. I thought it would be totally different.

The truth is, it's not even worth writing a review for!"
283,284,1,"Couldn't even finish it. I might try to read it again since everyone seems to love the books. Probably didn't help that I had just finished ""The Book Thief"" when I started this, which is an exceptional YA book."
284,285,1,"I read this book after i watched the movie. And im not into gods and goddesses and too much fantasies when it comes to reading. So, i got bored and read half of it. But, the movie was good. ;> another boy captivated my heart"
285,286,1,"I read this book on the advice of a friend, who admittedly, reads a lot of bad books. The characters are whiny, the writing is terrible, simple, and in some places wrong, and it's just overall a sad little book. Oh well. I'd have been better off reading Harry Potter again."
286,287,1,"Formulaic and tiresome. There really was nothing to attract me to this book. Admittedly I am very much older than the apparent intended audience age, but even taking that into account this seemed like a marketing/publisher-driven work designed to cash-in on the burgeoning YA sector."
287,288,1,"This book was beyond my 9 year old. Thank goodness, since I was slightly sickened of reading him bed time stories with evil spirits and powers. Not a very Christian story for his innocent heart and mind. We quit somewhere around page 50."
288,289,1,"Hmmm. A boy finds out he's magical, goes to a special school to hone his skills, and then sets out with his two friends (a super awesome girl and a comic relief boy) to defeat a dark overlord. Does any of this sound familiar? Luminos! Hopefully that will spark some original ideas."
289,290,1,I was quite disappointed it sounded really exciting but when I read it I just couldn't read the second it was just so boring and I love books that keep your eyes glued to the page and this definitely didn't have my eyes glued to the page.
290,291,1,"This book was decent and was okay as a time-killer. Recommend for people who have nothing to do with their time. This book was not as good as what people exaggerated it would be. I thought it had too much action and humor, and I didn't really get it."
291,292,1,"Why 1 star?

2 reasons:

1) I'm not a 14 year old. It is no longer easy for me to fall deeply into some fantasy world

2) UNORIGINAL. I've read and seen too many great books/stories that pre-date this one.

* I only read half of the book - reading on would hurt , so why waste more time."
292,293,1,I really did not enjoy this book because it made no sense and I think that if it was more fast passe especially in the beginning because for me I thought it was really slow so that's why I put it down to 1 star.
293,294,1,Read this when I was a college freshman. It felt like a chore. It just wasn't enjoyable at all. It bored the heck out of me and I couldn't pinpoint why. The world building just couldn't bring me into it. I wanted to like it so much but I simply couldn't. It's frustrating.
294,295,1,"This is a good adventure book, not as good as Harry Potter though. They have similar plot style but Harry Potter is more intriguing. Enough about comparing. Overall, this is a good book. I think kids would love it."
295,296,1,"Read the first 50 pages, and only one thought crossed through my mind - Just abandon this book.

This book was extremely irrelevant to me. :#


BTW, if you find my review offensive, then I am sorry. But I have my full rights to give any kind of review to a particular book. :)"
296,297,1,"Poorly written, poorly conceptualized, poorly executed. I am sorely disappointed that this has received the positive reviews and success it has. It speaks to our lack of respect and standard we have today for writing."
297,298,1,"The characters are stupid. The protagonist is annoying. His backstory is cliche as hell.

Also, while ""The Kronos Chronicles"" is not that great of a series either, it handles the whole what-if-pegan-gods-were-real idea in a much more creative way than ""The Olympians"" series does."
298,299,1,"This book had a nice topic but overall, was written horribly. The characters were very cheesy and literally made to be a popular teenagers biggest dream. At some points in the series I felt as though my heritage was being insulted."
299,300,1,"I hated this book, and I cannot fathom continuing to read more adventure of characters who are so unbelievable clueless and foolish. At least Hades isn't the ultimate bad guy in this story, as is too often the case."
300,301,1,"I definitely don't like Greek mythology. The whole time reading this book, I thought how two of my sons would enjoy it much more than me. We are reading it in class so I had to finish it. We spend way too much time butchering every paragraph. Yuck."
301,302,1,"I tried to like this one - or at least finish it, because it's a favourite of my 10 year old, but I couldn't do it. Stories about gods don't interest me, and I wasn't a fan of the writing style. I gave it a good effort."
302,303,1,"Characters are flat. The plot is needlessly complicated. The story world is unelaborated (except for the under world,) and the events are staged. This book does not respect the mind. Oh, did I mention that it blindly copies from Harry Potter?"
303,304,1,"DNF @ 40%

I don't get the glowing reviews for this book. The story was a snooze. The writing was TERRIBLE--""I went here. I ate this. I said X. I did Y. I saw Z."" There's no show, just 100% tell. Also, the narrator does not sound like a 12 year old."
304,305,1,"This book portrays a world where the Greek gods and hero's are real. That's the main reason I gave it a poor rating. However, if you want a fun way to teach your children about Greek mythology, this book is a great way to do it."
305,306,1,I think this book was very good the characters were great and the plot twist's were great as well. It also was a very long book which I like long story's. The book it self is really good because it was sad in some parts and some happy and exciting parts in the book.
306,307,1,"I honestly don't understand why anyone would give this book more than three stars. The writing was terrible, the dialogue was cringey, the world-building was non-existent, and the plot simultaneously dull and erratic."
307,308,1,"Our poor protagonist can't get a single question answered, despite worldly perils and loyal companions that provide him with little information, withheld for no reason at all. That's not cryptic, that's just annoying."
308,309,1,"I really wanted to like this book since so many of my students have read it/are reading it. But, I just couldn't do it. I should have abandoned it, but I made it too far I figured I should just push through."
309,310,1,"I bailed on this book about 1/3 of the way into it. It just didn’t capture my imagination the way other YA books have, I.e. Harry Potter. I decided to stop forcing my time on this book as it wasn’t offering anything in the form of entertainment or bettering myself."
310,311,1,"Frustratingly poorly written - great story line, compelling plot and characters with potential. This seemingly winning formula is destroyed by terrible application of written English and jarringly unimaginative dialogue. Read the original Greek myths with your kids instead."
311,312,1,"A mockery of the myths and just ridiculously lazy writing - especially for a kids book. Example: Earthquake decimated LA, everything burning, but they can somehow grab a supersonic flight to NYC? I mean, come on... give kids a little more credit than that."
312,313,1,"Hey, I'm not above reading juvenile fiction, and I love Greek mythology, so I should have been all over this one. But alas, it was not for me. It reminded me of Johnny Quest. Seems like it should be fun, but it's just a tedious slog."
313,314,1,"Efterlogg.

I've tried reading this before, and gave up after a few chapters. This time I read the whole damned thing and I still don't understand what the fuss is about. This... isn't funny? It's not interesting? It's bleak and boring and annoying."
314,315,1,"Meh. A FUCKTON of fatphobia plagues this book, as well as western exceptionalism which was super annoying. People kept hyping this book up as the woke alternative to Harry Potter but honestly? I wasn’t a fan of the anti-indigenous comments and the white-washing of history."
315,316,1,"I was hoping for a lighthearted and imaginative adventure of mediocre quality, and even at that I was a bit disappointed. The audience seems to be 10 and 11-yr olds rather than young adults, so maybe that's why it was such a miss."
316,317,1,"i don’t know why but i could never get behind the percy jackson series, even as an avid harry potter fan. i guess you’re either a percy jackson fan, a harry potter fan, or if you’re both- seek medical attention."
317,318,1,"DNF. I understand I’m not exactly the target audience for this series, but this felt obviously childish. Some children’s books still feel magical and any age can enjoy them for what they are. Percy Jackson isn’t one of them."
318,319,1,"I really wanted to like this; I even brought the entire series believing I would. But this was a hard one to get through. At times it felt rushed, at times painfully drawn out. I can see why they changed so much for the movie. Many I’m too old for it."
319,320,1,"The worst and most boring fiction book I’ve ever read, too much description, pointless dialogues, unrelated events. Honestly the only thing I liked reading was the Greek mythology parts, other than that the book is terrible"
320,321,1,The behavior and language of Percy is something I couldn’t stomach. It’s condoning his disrespectful nature. It details the abusive relationship he has with his step father. We returned the book. These are not appropriate for children.
321,322,1,"Joelle Reads Her Bucket List #3

Good freaking grief. Now I get why the movie was so incredibly stupid.

This is just about the most worthless, lamest, and idiotic bunch of trope I've made myself read since I survived the Harry Potter series last year.

Utter and complete trash.

The End."
322,323,1,"This book is absolute crap. I didn’t think it was a bad story, but it’s the more overrated thing I’ve ever seen. As I’m typing this, I’m sure there will be hundreds of crazy fan girls screaming at me in the comments. It had nothing to do with actual Greek mythology"
323,324,1,"Terrible. The author ripped a bunch of things from other books. It was difficult to get around that, especially in the beginning. It also would've been nice if he kept his politics out of it. This was a waste of time."
324,325,1,it was the worst book ever!!!!!!!!!!!!!!!!!!!!!!!!!!! Don't even think about commenting about my comment RYAN!
325,326,1,"readable, but just not that good in the end. clumsy and labored."
326,327,1,I don't really like the book it's just on of the books I have to do for summer reading.
327,328,1,I couldn't get through this book. It just felt like another one of those stupid fantasy books that people won't stop writing.
328,329,1,"I know this was the caudill for 2009 and everyone loved it, but im not a fantasy girl (unless it has to do with vampires!)"
329,330,1,Didn't engage my attention. It felt like a chore to continue reading.
330,331,1,"It is horrible, It disgusted me. So nasty.."
331,332,1,"chock full of page filling blither. modern day kid deals with Zeus, Ares, Poseidon, Persephone...in theme parks, fast food joints. It's a children's book that I wouldn't recommend."
332,333,1,Overrated.
333,334,1,the lightning thief by:shianne
334,335,1,"Fantasy books are hit or miss for me (ex. I don't like Harry Potter, but I love Lord of the Rings). Could barely get through this one. I can see why boys would like it though."
335,336,1,I had to give it to my 10 year old to read...don't know if I'll get it back...lol
336,337,1,
337,338,1,I only read about a third of this book. I didn't like the writing style and I didn't like the story.
338,339,1,i hated this book it was horriable i dont know How any one could read it!!!
339,340,1,Badly written and slow. Plus I didn't care much for the characters or plot. Blah.
340,341,1,All my students love this. I made it 30 pages and wanted to die.
341,342,1,"A mere shadow, poor rip off of Harry Potter."
342,343,1,I think that you should not read it because the story does not flow although the character are awesome
343,344,1,My students read this and recommended it to me. Anxious to get started.
344,345,1,"The mythological version of Harry Potter. Yes, it is a kid's book and it has action, but kids are smart enough to recognize formulas."
345,346,1,Cheesy.
346,347,1,couldn't get into this book.
347,348,1,"only got through the first few chapters. thought it was poorly written, and just couldn't get into it. written for a younger audience."
348,349,1,The tone and writing style in general was not very pretty and rather annoying at intervals. The twisted Greek Myth stuff was kinda fun and saved the book from being an utter wash.
349,350,1,"couldn't even finish it ... so much for ""the next harry potter""!"
350,351,1,"Made sense that it was turned into a movie because it read like a movie. Filled to the brim with action, but not too much substance."
351,352,1,This book was in my opinion not intended for anyone over the age of 12. The story was simple and the development of the story itself was amateurish.
352,353,1,What was i thinking?
353,354,1,movie was better dont read it
354,355,1,it was realy wierd to read dis book i only read the first page then i got board
355,356,1,I started reading this the other day and the writing was so juvenile! :( I was really looking forward to getting into a *series* of books again. I hope the Hunger Games will fulfill my needs!
356,357,1,Harry Potter ripoff.
357,358,1,Nothing special. In this case the movie was better.
358,359,1,Ehh. Not sure that I'll pick up the second one.
359,360,1,"Attempted to read this, was unable to. The plot seemed so poorly imagined, the writing wasn't great either. Might have been good for kids, though. Usually I enjoy the kids books."
360,361,1,Kinda boring if you ask me.
361,362,1,enjoyed the movie. hated the book. had to force myself to finish it.
362,363,1,don't waste your time on this
363,364,1,Didn't like the writing style. Liked the movie better.
364,365,1,"Was ok .. Liked the greek gods, got bored by 3rd book."
365,366,1,Too juvenile for my liking!
366,367,1,My brother got this book out from the library so he could read. I read the first few chapters and it was a terrible book! I hated it.
367,368,1,Couldn't get past the first chapter
368,369,1,It seemed like it was actually written by a sixth grader. Which maybe is harder to do for an author than I realize but it was annoying to read.
369,370,1,"Eh, I just didn't like it.

Found it predictable, couldn't relate to and didn't like the character of Percy at all and just couldn't get into it."
370,371,1,A fun book to read but the story get very predictable.
371,372,1,"Three reasons I didn't like this book
Reason 1: It didn't make me want to read
Reason 2: It was boring to me
Reason 3: I true it because I haven't read fatasy"
372,373,1,Might be the worst-written book I've read.
373,374,1,"Mildly interesting but clearly written for kids, not to my liking."
374,375,1,"the book is about a guy named percy that has to find and return zeus' master lightning bolt but to do that he has to stay alive from monsters, best, minotaurs, an a teacher bird monster thing."
375,376,1,i do not like this book. To be honest i think is boring. The book is about this Percy's mom who want to put him on a safety place. and Percy want to find out who his father is !
376,377,1,I did not like this book and will not continue reading the series.
377,378,1,i liked the moive better.
378,379,1,I did not finish reading this book ... don't understand how people can read this stuff!
379,380,1,"I honestly thought it was boring. I read it, but I diddn't really get into the concept of the whole story. I mean, I won't say it was a terrible book and I recommend it to anyone that likes reading."
380,381,1,"Shocking.

I thought the film was bloody awful but nothing quite prepared me for this bilgewater.

Avoid like the plague."
381,382,1,"I gave it a chance, but this is not a good book."
382,383,1,I personally did not enjoy The Lightning Thief. I felt it was poorly written.
383,384,1,"Maybe it was the audiobook version that I was ""reading,"" but this was just terrible."
384,385,1,"i just found the whole premise to be dull, i had really high hopes for this as ive heard its amazing :("
385,386,1,Meh
386,387,1,"I didn't even finish it though, l o l."
387,388,1,Just couldn't get into it enough to want to finish it.
388,389,1,"I kinda feel disappointed. The book is too young for me, no? All is too easy, too shallow, too one-dimensional. Hardly any surprise, not to mention the horribly simple writing."
389,390,1,I didn't finish it. The story was just so derivative and predictable on every level.
390,391,1,"""I'm going to write a book that blends fiction and mythology and a healthy dose of adolescent literature tropes,"" said Rick."
391,392,1,"This is more for just kids really, not really one of those ""for everyone"" books. The writing is very YA and the plot is very fast."
392,393,1,Ashley gave me this book to read... thank you Ashley.... I took me a while to get into it.. but I enjoyed it.... partly because I thought of Ashley reading it.
393,394,1,HATED IT IT SCARED ME TO DEATH WELL PRETTY MUCH!!!!!!!!!!!!!1 and i meant to put it in caps
394,395,1,Rick Riordan has the subtlety of a sledgehammer.
395,396,1,it wasn't what I expected
396,397,1,"Disgusting, I hate it. What's the point of the book?"
397,398,1,I stopped at chapter 3. Bleh.
398,399,1,I HATED THIS BOOK
399,400,1,My son made me read this. I was not a fan. Just didn't strike any chords with me.
400,401,1,"No character building, no pacing. It just felt like the whole thing was rushed."
401,402,1,This book was very much a children's book- with a fast (and very random) plot and absolutely no character development.
402,403,1,It is difficult to compete with the Harry Potter series.
403,404,1,"The plot is full of holes, and so is the world in which the story is set. Also, the main characters are terribly naive. The book is quite bad."
404,405,1,It was not good at all. I did not appeal to me at all
405,406,1,"I had a really hard time getting into this book. The story line is very slow, and seems pointless in some spots."
406,407,1,I couldn't stand this book. I tried but couldn't like it enough to even finish.
407,408,1,this book is cool I recommend every one to read
408,409,1,Was not that good the characters were going all over the place. You picture the wrong things when you read every word.
409,410,1,"i du know. 1.5, because i already knew most of the ending. I'll see how the second one goes. the 0.5 is out of pity, if i didn't already own the books i probably wouldn't have countined reading"
410,411,1,Started this book on the recommendation of my nephew. Read about half of it but just couldn't finish it.
411,412,1,This book sucks cant even read it
412,413,1,Recommended for younger readers...
413,414,1,"Was not a good book for me, being that I dislike Greek mythology."
414,415,1,A tiring read.... Would not recommend to any one for sure....
415,416,1,First book done in book-tube-athon! I did't really love this book but I do think it was written well and if I was younger I'd probably enjoy it more
416,417,1,An absolute joke to compare this to the legendary Harry Potter series.
417,418,1,good if you're an 8 year kid that's just learning to read
418,419,1,How do you start reading a book not Ebooks but just a regular one
419,420,1,"A little too kid for me. I was on a YA kick but this one did not read like a Hunger Games book. Enjoyed the Greek myth, but that was about all. Will not be reading the sequels"
420,421,1,"It lost me multiple times, it wasnt my kind"
421,422,1,I just couldn't enjoy it. Maybe it is better for a younger audience. *shrug
422,423,1,"The Lightning Thief was a long and boring starter book. It took too long to get into it. For me when it's hard to finish, you know it's not good. This was one of those books."
423,424,1,I read 3 pages and couldn't take any more. The kid (narrator) was just too much.
424,425,1,I do NOT recommend this book it is NOT good. I rest my case
425,426,1,I REALLY don't like this book. It was so hard to get into and it was just boring. I'm sorry if you like it but I think it's really awful. :(
426,427,1,I attempted reading this and it just was so boring! The characters were sooo unrealistic and difficult to picture
427,428,1,"I did not like this. It was so weird and just stupid. I'm sorry, but I don't recommend reading this."
428,429,1,"Let us be clear about this, this story is awful. I don't know why people like it but it's terrible. Badly written and disappointing I present to you the lightning thief."
429,430,1,"The story runs on pure stupidity.
I hate that the main characters tends to do actions very stupidly."
430,431,1,"okay, sorry to all of the Percy Jackson fans out there. But i DID NOT like this book or series at all. WAY TO CONFUSING AND TO MANY CHARACTERS."
431,432,1,"I felt the writing to be a little too middle grade for my taste, so I did not finish it."
432,433,1,I didn't really like it. It wasn't really that interesting.
433,434,1,"Didn't finish... Very dark and kind of disturbing how angry this poor kid was. In fact, it was making me angry just reading it."
434,435,1,this book bored me so much that I wasn't even willing to finish the book.
435,436,1,"Did not finish- I wanted to like it- too ""young adult""-ish."
436,437,1,"i didn't like this book it was boring because it is my opinion
i think this book can be recommended for like reader that like fantasy"
437,438,1,its not the best book ive read in my life
438,439,1,"I read it, I don't care for it, I am not continuing the series. The book was really confusing and I have like absolutely no thoughts for liking it."
439,440,1,Protagonist is an asshole and the writing is clearly not meant for readers who've reached puberty.
440,441,1,I feel like I was probably too old for this when I read it.
441,442,1,made it a little over halfway before quitting - couldn't get over the cheese factor of the writing
442,443,1,Non starter really. Not for me.
443,444,1,"I like children's books, but this was boiled down too simplistically. The story was just being told to me, and I like engaging storytelling that surrounds me instead of just talking at me."
444,445,1,"It's like Harry Potter, but then boring"
445,446,1,Was boring and hard to get through
446,447,1,"I was portrayed very unfairly in this book. Sad to say I won't be continuing the series. Get your facts straight, Riordan."
447,448,1,I can't understand how 14+ year olds can enjoy this incredibly childish book
448,449,1,"I thought I would like this book because my friend told me it was good. It was very poorly written, it had weak character and plot development, and it to quickly moving."
449,450,1,
450,451,1,Nope.
451,452,1,*NEVER JUDGE A BOOK BY IT'S MOVIE*
452,453,1,Good
453,454,1,I did not finish this book. I found Percy as a narrator to be very annoying. The book's insistence on worshipping the Greek gods was...unsettling.
454,455,1,All I have to say is if I could I would give this a 0.
455,456,1,"It's just bad. It's middle grade fiction, maybe that's why?!"
456,457,1,"I really wanted to like this book as it has been recommended to me by so many people, but was disappointed by the simplistic writing style and the formulaic characters."
457,458,1,it was hard to get into this book
458,459,1,This book blows. The movie was much better. I read it in 7th grade and still remember how boring it was.
459,460,1,Page 2 was very tasty!
460,461,1,
461,462,1,"I found this book to be entertaining, but it was a little fluffy, would have loved a slower pace to develop some atmosphere, a little more description, etc!"
462,463,1,The book was alright not the best but pretty good because the adventures and the characters
463,464,1,wtf is this.. how pathetic to try copying Harry Potter and how miserably it failed. Just wtf
464,465,1,
465,466,1,i did not like this book that much.
466,467,1,I put this book down about 10% of the way in. The author lacks subtlety and the main character is weak and oblivious.
467,468,1,"I just could not buy into this one. Unlikable characters and very dull writing. I can usually live with one or the other, but not both."
468,469,1,I had tried to read this so many times and could never get past page 100
469,470,1,boring and not fun to read at all. this book is very bad
470,471,1,"Jesus Christ, I didn't know someone could write up a book with this racist of a main character and get away with it. How did he get away with this? How does no one notice this?"
471,472,1,I didnt really like it as much.
472,473,1,"I hate this book. It has a difficult story line to follow and it just feels very done before. I found it boring and typical, I wouldn’t recommend it."
473,474,1,"It was horrible, I could not even get to the second book, it was very far fetched!"
474,475,1,"Only includes Greek gods, no Christian gods."
475,476,1,Very childish... maybe would have liked it if I read it 18 years ago.. :( DNF
476,477,1,Crap
477,478,1,"Terrible book. Can I rate something negative stars?

I mean seriously.

This book sucks, for reasons I just lengthily typed on the PJO haters strand and will not type again."
478,479,1,Rick Riordan should not continue to be an author. I could barely get through this book
479,480,1,I personally didnt like it very much. Hopefully the actual books will be better.
480,481,1,A story that is not for me.
481,482,1,and I oop-
482,483,1,not to good
483,484,1,Look at my review on book 5 for my full view.
484,485,1,Yuck. Read only because three of my kids love these books and they peer-pressured me.
485,486,1,I don't really like it
486,487,1,a good book for young readers. uses a LOT of foreshadowing.
487,488,1,This is one of those overrated books I've ever read.The whole plot is so stupid.There's absolutely no logic in this whatsoever.And there wasn't a single character I found interesting.
488,489,1,no❤️
489,490,1,the only saving grace was that its a short book.
490,491,1,I... I do not know what to write exactly. The book is a bad harry potter copy/fan fiction. How on earth this has become a bestseller?
491,492,1,This entire series was a disappointment. The narrator was awful and made the story worse than it already was.
492,493,1,This book was awesome! I loved it!
493,494,1,It was alright. Grateful that I've read it but honestly don't see the hype. Ranger's Apprentice by John Flanagan has a much better start and stays consistent throughout.
494,495,1,"Dnfed!!!
Ik a lot of readers suggested me this and I really wanted to love it...but...uggghhhh...I didn't hit well with this world..."
495,496,1,
496,497,1,I DID NOT LIKE THIS BOOK
497,498,1,Definitely imaginative but not my speed. I did not enjoy any of it.
498,499,1,"Okay for western, Christian 6-10 year olds.

Other children's books will impart better messages and probably make a better stab at being accurate to the mythology it's trying to draw on."
499,500,1,
500,501,1,It was kind of strange and the ending sucked
501,502,1,.
502,503,1,No read
503,504,1,
504,505,1,Not my jam. DNF
505,506,1,"Absolutely hated this. Not a fan of Percy… kinda annoying. But to be fair, I don’t like Greek Mythology."
506,507,1,this book suck sorry
507,508,1,DNF. Annoying with bad narration
508,509,1,I didn’t like it
509,510,1,please don't yell at me for my one-star rating I know I'm in the minority here
510,511,1,"New York
Greek mythology
Ancient Being
Water
Blue
The muses"
511,512,1,"Read this for Ellie, but it's just not my jam. Very conversational writing style, predictable 'twists,' and shallow."
512,513,1,How do i read the book?
513,514,1,DNF at 25%
514,515,1,I am decidedly not the target audience for this book.
515,516,1,it was enticing. idk why my cousin who likes the same genres as me didn't enjoy them. they gave me the entire series their friend gave them because of their disliking.
516,517,1,i ddint read this but it looks bad
517,518,1,"Simple writing, cliched and nepotistic character traits, over the top villains encounters,"
518,519,1,"Maybe there's something I'm missing or something wrong with me, but this might be the worst children's book I have read in a long time."
519,520,1,Terrible.
520,521,1,“The dead aren’t scary. They’re just sad”
521,522,1,Bad never reading another got gifted the hardcover box set and gave it away FOR FREE
522,523,1,(dnf @ like 60%) i feel like i just read a completely different book to everyone else …
523,524,1,I can't seem to read the books even though they are in the my books column...I'd like to know how to read the books pls..... HELP
524,525,1,I never read this when I was younger so I thought I'd give it a shot. I got like halfway through but I had to stop because it was making me hate greek mythology.
525,526,1,I hated this so much. It took me an embarrassingly long time to finish because I loathed it so much that I couldn’t power through.
526,527,1,Trash
527,528,1,In my opinion this book was really boring and it was really hard to keep reading but I pushed through and hated.
528,529,1,A bunch of rubbish! I couldn’t force myself to even finish it.
529,530,1,Really felt like a 12 year old WROTE this book.
530,531,1,"I've read the whole series, so I'm talking about every book in this.
WHY IS IT SO HARD FOR MEN TO WRITE GREEK GODDESSES?"
531,532,1,I did not like it. It was confusing and the story line made no sense it was that good at all.
532,533,1,This is my 13th reason
533,534,1,I couldn’t do it. Got about 50% of the way through but I just really don’t care for mythology in any form.
534,535,1,worst book ever apsolutely no theme or plot at all
535,536,1,"i cannot enjoy a book when i dislike the main character. percy drove me nuts, couldn’t stand him the entire time. overrated as hellllll"
536,537,1,"I read it when i was an adult, so it felt too much like reading a kids book without the nostalgia."
537,538,1,No thank you
538,539,1,"I know that each book is different and has its own audience, but I couldn't help comparing it to the Harry Potter series, so maybe that has affected my opinion of the book a lot. Warning: might contain spoilers, also apologies to the fans. Anyway, here is what I think:
1. This felt more like a collection of greek mythology stories all dumped into one book. The book doesn't seem to follow one specific plot. There is a quest to be done and understood, but it's revealed almost halfway through the book. Each time Percy kills or escapes some creature, it's like that alone could've been a quest on its own, but they are described as some mini-games he needs to pass in order to get to the main boss. Of course, a hero is expected to face obstacles on his way but usually, each of those would lead to them discovering some part of a bigger plan or goal, in this story, however, the obstacles are sort of random and have no deeper meaning behind them.
2. Another thing is the characters. Literally the whole universe revolves around Percy, as it should be, but seriously, Percy seems to be doing perfectly fine on his own. Seeing as Annabeth and Grover are with him on this quest, some more credit could've been given to them. Like, Annabeth is supposed to be ""the wise one"" but I saw Percy show way more wisdom than her. It made me think of how in HP Hermione is the smart one and you can actually see that from her actions and contribution to the trio's success.
3. Percy tends to discover more and more of his abilities at the most convenient times, like always. It really feels like the author creates some trouble and only then makes up a new ability for Percy to help him overcome it. Not to be a jerk but again, in HP, Harry had his abilities discovered at, possibly, the LEAST convenient times (like discovering his magic while living with Dursleys or Parseltongue in front of the whole school, making him appear like the bad guy)."
539,540,1,"Percy Jackson e o Ladrão de Raios ou Como Escrever um Block-Buster com a receita pessoal de JK Rowling!

Na indústria dos livros há dois tipos de abordagem quando uma série faz sucesso estrondoso: se contrata um ghostwriter para que ele crie mais obras com o nome do autor original ou se usa a fórmula já comprovada para atrair aqueles que gostam de mais do mesmo.

Foi assim que Rick Riordan, um escritor no máximo razoável, usando os pontos principais que tecem a trama de Harry Potter, criou o personagem Percy Jackson numa tentativa de dar uma roupagem estadunidense a uma trama de renome internacional.

Percy tem uma personalidade desequilibrada que não compete com a de um garoto de 12 - 13 anos. Seus amigos são igualmente estranhos e obtusos e apenas trocaram de roupagem para não receberem os nomes de Rony e Hermione.

Mesmo os professores, com quem ele tem contato no Acampamento de Meio-Sangues, uma espécie de Hogwarts de Verão, são opacos e praticamente desligados da trama. O autor não consegue conciliá-los com a noção aventureira da série e a idade de Percy, e por isso se tem a impressão que eles sabem o que está acontecendo, mas são incapazes de fazer algo.

Fica difícil de engolir que deuses e centauros de milênios de idade podem ser superados por um garoto de 12 anos, ainda que um semideus.

E esse talvez seja o maior ponto fraco da série, a roupagem mitológica. Para os entendidos, tudo fica previsível demais, para quem não conhece, é muito confuso e as referências não-explicadas - teoricamente subentendidas - podem desmotivar os leitores mais novos.

A linguagem e a escrita, contudo, são bem dinâmicas e por serem simples facilitam a leitura. Talvez não seja a melhor escolha para o seu pimpolho, mas em tempos de rede social... talvez não seja a pior."
540,541,1,"They say you can read “100-minus-your-age” pages to assess a book’s value. After 64 pages, I had no trouble making a call on Percy Jackson.

Our narrator and “hero,” young Percy, is an underdog, a troubled kid from a messy home who hasn’t managed to succeed yet anywhere in his young life. So far, so good. An underdog hero can be the best sort. But Percy’s attitude is calloused and sarcastic, disrespectful in his narration even as he paints himself as a kid who’s trying to be good and stay out of trouble. Rather than earning his readers’ affection, he demands it.

The writing is mediocre, almost what you’d expect to hear conversationally from a twelve-year-old boy: everything with a tinge of smirking. I suppose this is precisely what makes the book appeal to twelve-year-olds, but it’s not the voice I want my child absorbing. The potty humor, or just shy of it, sours the story even further. Chapter 3 is titled “Grover Unexpectedly Loses His Pants” and Chapter 6 is called “I Become Supreme Lord of the Bathroom.” And those are just chapter titles.

The plot in Percy Jackson is compelling. Were it done well, it could be a wonderful introduction to Greek mythological characters, an effective rags to riches story of a boy who thought he was a nobody coming to grips with his deep significance. Instead, it’s a weak imitation of a true hero story told in language meant to appeal to the masses and, frankly, likely to keep them interested in only the base forms of literature.

For a beautiful story that does all this stuff right, try Mio, My Son or Winterhouse."
